identifier,name,popularity,Wikipedia
dOG4FIbeyrrcrUGmWyimYj,S. D. Shibulal,15,S.%20D.%20Shibulal
dOUQtkvyrIxeEcKHHjmstD,Robyn Denholm,15,Robyn%20Denholm
dOYBlnHgIjzfkTIoXGew7t,Wayne,1,Wayne
dP6483zRLabdFl83d2KWyj,Butch Graves,2,Butch%20Graves
dQ9en6kKsxqfXbnFdNdQGY,Mike Salvino,11,Mike%20Salvino
dQFGDFHf7UqcNTA8wARMSu,Gerald_J._Ford,1,Gerald_J._Ford
dQUdPnHez6gf8r31OLlEe1,Coleman,1,Coleman
dRwxJrunZw6efdtIFe81Ss,Matthew Maddox,3,Matthew%20Maddox
dS0Iknq9SBtf3dAd7ma1L4,Johann Rupert,48,Johann%20Rupert
dSNCvFWOSdebmyovW0S0Ej,Lester Lyles,21,Lester%20Lyles
dSVgQ2IW4ycccJq0LGMWzI,Shimada,1,Shimada
dSYrdtpFJ0ufhrQCYPQKps,Saudi Aramco,526,Saudi%20Aramco
dTQd85Kl4a9dn3CbWoaxnR,William Hornbuckle,4,William%20Hornbuckle
dTpWg9TmwE2aYYRZ3Al8VU,Robert Johnson,722,Robert%20Johnson
dTs4xrToIFhdXugjPgGLZP,Katrina Lake,20,Katrina%20Lake
dWfOIu5jtcyd6mtkBvsqG4,Larry Fink,25,Larry%20Fink
dWgTIKwSDuGcja7xsYCSzB,Redmondites,2,Redmondites
dXYKs9L1RrJbCUeGjZ6ewv,Marvin Ellison,7,Marvin%20Ellison
dXfWYbKeJUQe1BzgICFOBt,Thomas A. Kennedy,10,Thomas%20A.%20Kennedy
dXkQfVug5WmfCdW3qmkGni,Bernard Looney,10,Bernard%20Looney
dXuP3magSvwc584ulJAYa0,Kevin Johnson (executive),7,Kevin%20Johnson%20%28executive%29
dYSDvZP9ZLQfN4eOaaxoOY,Jordan,1,Jordan
dZH7IkNPqYUfiTpKDMrkp4,Kirkland H. Donald,14,Kirkland%20H.%20Donald
dZHWU9PavhRaaQ8GWEyfaQ,Carol Stephenson,2,Carol%20Stephenson
dZY7Ba7T7rnakvxvYSOI62,Werner Brandt,4,Werner%20Brandt
daZZEAa2rokcqeiXDZMi1P,Ferdinand Porsche's,1,Ferdinand%20Porsche%27s
dadbMZVXwGefcOIhIdiOp3,Satya Nadella,169,Satya%20Nadella
dbC5FFduqWkd6oKwDlozH0,Brian D. Goldner,1,Brian%20D.%20Goldner
dbSDTLaurHtevndyJONGOv,Alexandre Bompard,12,Alexandre%20Bompard
dcB0YT9hmMwekl4YWV1A0F,Mr. Schwab,1,Mr.%20Schwab
dcGJcOGs6Igb7Z2fqHGbEO,Drew Housten,1,Drew%20Housten
dcQbncezlLIfG6xyYZzjvD,Gray,1,Gray
dcguDt0XXhtceUSIheBscL,John Tyson,1,John%20Tyson
dd23U2vSkQhfln6SZNtl1V,Pawan Goenka,2,Pawan%20Goenka
ddFV16RG8LFePiNlyJxrne,"Francis Blake, Jr.",1,Francis%20Blake%2C%20Jr.
ddLBKzxZuElemxDQtUoizT,Elon Musk’s,1,Elon%20Musk%E2%80%99s
deyAIVzebQcazTvnGGxtUZ,Joseph Papa,1,Joseph%20Papa
dfjdnkFNvKcbfRuBuJXnsw,Wayne Taylor,232,Wayne%20Taylor
dfledXMrSrGbcWhZD6uDWA,David N. Farr,1,David%20N.%20Farr
dgpAGPjyAJbd7Ud8ePjSls,N. Thomas Linebarger,1,N.%20Thomas%20Linebarger
dh8VSVYvKTVciR74B0u9si,Calin Rovinescu,15,Calin%20Rovinescu
dh9XX1xHv4nft4IFmjoxxp,Brad Smith,2,Brad%20Smith
dhY8wKa1LzKcXj0E9LveOA,Bill Hornbuckle,2,Bill%20Hornbuckle
dhrQV6Zk4qbbflft3vevyh,Eric Mullins,8,Eric%20Mullins
dhyUXHYbbKBavbX8WaX7du,Ralf Dieter Speth,2,Ralf%20Dieter%20Speth
diKG2w1wv5heTWm2hlGB0F,Lil' Condi,1,Lil%27%20Condi
dj9GtsZemwXeF3mPNWHr7m,Carl Hahn junior,1,Carl%20Hahn%20junior
djCmkaLakz6b66JUYQqAdP,Alan William Parker,2,Alan%20William%20Parker
djENPBS7Vtxc8jD01sgOUd,Peter Bazalgette,39,Peter%20Bazalgette
djik9eCrjajbcjdE7n540J,John Warnock,81,John%20Warnock
dkH1q0VfY9jbjAtFVT3AvN,Rob Kapito,1,Rob%20Kapito
dkcJLAtKRpYbiD5koEdyu4,James Pitaro,19,James%20Pitaro
dl2R6z3JMgEafMtzhtMsHk,Thomas McInerney,32,Thomas%20McInerney
dl8vrXKlvmPfJ5yKUwS0XY,Sir Peter Gershon,3,Sir%20Peter%20Gershon
dmKp1yjvm0ucZvxnr2Nc7a,Judith McHale,14,Judith%20McHale
dmccIKniZDabQ4dMP0vH40,Akio Toyoda,38,Akio%20Toyoda
dn0gBWMp3NHcXjKdruKJaL,Marc Beinhoff,1,Marc%20Beinhoff
dnuHx863CjocO6NYjqzA5X,Leif Johansson (businessman),3,Leif%20Johansson%20%28businessman%29
do1iOQmypoHbulTTBCWVbb,Larry W. Sonsini,2,Larry%20W.%20Sonsini
doRcUZ3c1MfdWBJ9KlnNu3,James,7,James
doZ8WT99AeRekTVAfWYAfB,Keshub Mahindra,11,Keshub%20Mahindra
dpPPu8Lr8rOdTSiJgRrltk,J M Evans,2,J%20M%20Evans
dq01wvSeeD1eoBfV3ZWekc,Stephanie Marie McMahon-Levesque,2,Stephanie%20Marie%20McMahon-Levesque
dqUuywY6f7RavA1Z6N6aKj,Ernest Del,4,Ernest%20Del
dqVxCg45qrFetfZbrMxJqF,Sharpe JA,2,Sharpe%20JA
dqmyX6SCiEzdwkRS0XgLe2,Gerald J. Ford,23,Gerald%20J.%20Ford
drFbY0YSrnIfdfyPtrYsNq,Avram Glazer,52,Avram%20Glazer
drGDHItWip2dnAIcU5PYWI,Sir Ronald Fisher,5,Sir%20Ronald%20Fisher
dtLsECIQvjVe6VzMDcf9RU,AEROFLOT Director Vitaly Gennadyevich Savelyev,1,AEROFLOT%20Director%20Vitaly%20Gennadyevich%20Savelyev
dts4hhSCbi6aX29GJV7lFr,Brian Humphries (IT businessman),4,Brian%20Humphries%20%28IT%20businessman%29
dvYZjZvU3xebeUA6vw3Hb0,AP,1,AP
dve4qf3aITfePkpj3vGId9,Alain Bouchard,7,Alain%20Bouchard
dvxHmihERHPfJH0LtkTSZc,Madsonik,6,Madsonik
dwAXKIbVNigc1MsuctbIRm,Tom Rothman,52,Tom%20Rothman
dwIrKjaJjbcevWG8hlDjaU,Stuart Bradie,1,Stuart%20Bradie
dwNo5895AF0amWUocnyzIP,Ben Smith,1,Ben%20Smith
dwSDhIuhU7DcpfhDTAChYw,N. Murray Edwards,30,N.%20Murray%20Edwards
dwtY8XUie3ccQNHMeSa4ls,"Walsh, Paul",1,Walsh%2C%20Paul
dxbgSzHc2s1arGFpm5XNkL,Sara Catz,1,Sara%20Catz
dxdXg2KIzpJfgrg4Vevmz4,Dingo Whucker,1,Dingo%20Whucker
dxmok9PPyz8ajDoNTrRZ6A,"Avram ( "" Avi "" ) Glazer",1,Avram%20%28%20%22%20Avi%20%22%20%29%20Glazer
dyBPpEhRKTfbqXMr8hK0Nc,Mark Cutifani,14,Mark%20Cutifani
dyrKkwj9O0Jc866gP0hH7z,Nido Qubein,13,Nido%20Qubein
dzIRON63GRleN0APshPUuZ,"Norman, Lord Blackwell",1,Norman%2C%20Lord%20Blackwell
dzqjcoqT6NOfGOH9TlDj2a,Heather Bresch,54,Heather%20Bresch
e0VYs0TGnhNc34UCK3cnED,Jamie_Gorelick,2,Jamie_Gorelick
e0pCmA8k5Bwb00EBd4osv5,more,1,more
e2auxSNCGpfdI1ogQ2oDgC,Ronald O. Perelman,5,Ronald%20O.%20Perelman
e2bYc1cnaFjfislj41mneO,Arne M. Sorenson,1,Arne%20M.%20Sorenson
e3tMcjViZJIdiXuOexhy7D,Karl-Heinz Streibich,5,Karl-Heinz%20Streibich
e3zIR3KfrFBaydLc4OGg4E,Peter Thiel,405,Peter%20Thiel
e4wyuJApZd3fRnTfiqwD4S,Franz Fehrenbach,8,Franz%20Fehrenbach
e58ukbVyWfkfoE4nEUJTzo,W. Douglas Parker,1,W.%20Douglas%20Parker
e59YUJltyjwacFCgLREfMm,Leon Black,57,Leon%20Black
e5nuyoAZa08bPDuUVdllmX,McCann,3,McCann
e67prJvIqOCdcSSEwbOG7g,Arabian American Oil Company,4,Arabian%20American%20Oil%20Company
e6nMDlzf7W1d0mbhLKQ40b,Roy Harvey,32,Roy%20Harvey
e7AKkf9ogDfeVSkwFOx6cH,M McLaughlin,1,M%20McLaughlin
e8JDIsFIz3efHQ5mN6PtZ0,12Tone,3,12Tone
e91UTaXHixrfphA7ict0FV,"Vince McMahon, Jr",3,Vince%20McMahon%2C%20Jr
e93MpjG3NhUacNOiUySyI0,Doug Parker,40,Doug%20Parker
e9x2zujoew2alND3c4IfNc,Tom Horton,5,Tom%20Horton
eAAF8LHDsjIef5a9zy8gfH,"Frederick A.  "" Fritz ""  Henderson",3,Frederick%20A.%20%20%22%20Fritz%20%22%20%20Henderson
eAjpUT32fngeCfG0o9kIbX,Mike Henry (businessman),1,Mike%20Henry%20%28businessman%29
eApPxBldNOqcuGhmIPNm3W,Leonard Schleifer,7,Leonard%20Schleifer
eBVNfyzmzAebd8YcqxuG4r,Herbert W. Boyer,3,Herbert%20W.%20Boyer
eBZ3yFsHeLubePOiiFViBj,Avie Glazer,1,Avie%20Glazer
eByl9HUE9nmeHJmAe7wHvD,Alan James,164,Alan%20James
eCnSla0CRD1dsWNieQq197,Hugh Grant,1081,Hugh%20Grant
eCs5rv8DkHVaiDZMOWnVrt,Ann Sarnoff,27,Ann%20Sarnoff
eD0QyoaMhIadgCTYYEE0Dz,Redmonite,2,Redmonite
eDXLD160C81f6w6gEoCQiy,RNT Associates,1,RNT%20Associates
eFnl0Eidl27csNAXlClO8H,Chelsea Clinton's,1,Chelsea%20Clinton%27s
eFrIbrehy70bnUMmtcYJR4,Marillyn A. Hewson,1,Marillyn%20A.%20Hewson
eG7pNNO0T7MeknxANktkxb,Patricia F. Russo,1,Patricia%20F.%20Russo
eGWCr6u6kC3ewakysDUVYl,Ken Kobayashi,3,Ken%20Kobayashi
eHV3u0mvBQYfwOdFzWI92R,Edward A. Romano,2,Edward%20A.%20Romano
eI6Spa4N3CCf08sKMGFnHc,Ian Read (musician),1,Ian%20Read%20%28musician%29
eKUKlAeSuKQd0BE0rujtqO,Ronald_Fisher,1,Ronald_Fisher
eKYyUYMMrDifjbvIMlVAum,Stefan Quandt,25,Stefan%20Quandt
eKg8mCeUbvseXhEqmUrCJl,Akio,4,Akio
eLB7gw1ggwObBf9lHzfVSx,Warner Baxter,549,Warner%20Baxter
eM4bJqqNiMMfoBECjQBfRM,Dominic Ng,14,Dominic%20Ng
eMZubbOJeYcanm30qavDc8,Karl-Johan Persson,14,Karl-Johan%20Persson
eNbEVCl6Te5d8Zshdqcu8w,12Tone Music,3,12Tone%20Music
eNebrv5MEfEfX5b3u1SRyc,Pam Patsley,2,Pam%20Patsley
eNn77ddu1YFdvzrKaddav6,R. & nbsp;Hayes,5,R.%20%26%20nbsp%3BHayes
eOmcjOCUEZscEuyIJDbxUR,Natarajan Chandrasekaran,47,Natarajan%20Chandrasekaran
eOsut9N6IcUbZgfrrgalb9,John P.,1,John%20P.
ePFzbXlPM2ccfVvlKLIfu7,Herman,2,Herman
ePjsUv52w6EanthVXUvL4k,David Dorman,18,David%20Dorman
ePtFMOmixmbceSwYNsQJXA,Jeffrey Leiden,4,Jeffrey%20Leiden
eRfKJ2QiMjVaX8sgSOFm7F,Siluanov,2,Siluanov
eSJs7ewUqbZaunxM2h5PRR,Aramco Services Company,1,Aramco%20Services%20Company
eSJvXZBKwE3e3p7HleMaZ9,William E. Conway Jr.,13,William%20E.%20Conway%20Jr.
eSwwqXZFPeJdqYYObNHzQn,Stefano Cao,1,Stefano%20Cao
eTB55CGAwtibICkoSJlfpZ,James Gorman,9,James%20Gorman
eTV7q09LPkDeVptJUywlWK,Juan Luciano,1,Juan%20Luciano
eVdoUVRoEmtfVJuzDkYWT0,Valentin Gapontsev,8,Valentin%20Gapontsev
eWDMFSoGKIVd4c4gbLTSph,Craig Dahl,34,Craig%20Dahl
eYYM5sBOFMkfGH7G5BnlY6,Dempsey Racing,43,Dempsey%20Racing
eYn58mQmotdfpPsN0s4uBk,Sherry_Smith,1,Sherry_Smith
eZ2tDp7nrUfbpnnW3E3wjs,Lord Blackwell,2,Lord%20Blackwell
ebaAJF6DOAzf1tVuKGOtQe,Herbert,1,Herbert
ebeB6mG1nh6be5pZsDep8w,Rupert_Murdoch,1,Rupert_Murdoch
ediAcm047g5dCtS4VlWtR6,Arnault,3,Arnault
ee2gaDHg9SDdg0tjAsNqVB,Alan Bennett's,5,Alan%20Bennett%27s
eeQzoYmvqorfqykHXFlEYf,Friedrich Joussen,7,Friedrich%20Joussen
efdM1K6h6bpdvPhLM0HMFA,McLaughlin,43,McLaughlin
egcjv1DPKxibiCnxOoQwPo,Mark Rein (software executive),3,Mark%20Rein%20%28software%20executive%29
eh9Mazce3wKe9XYRr6qGro,Dr. Pawan Kumar Goenka,1,Dr.%20Pawan%20Kumar%20Goenka
ehGhfw84bTMbPjf1V1hMLQ,Stefan_Quandt,1,Stefan_Quandt
eiMRnP0voSCev2IsAd9AlF,Bob Swan,19,Bob%20Swan
eicOnytAzrldXLbex522JC,Barry Diller's,1,Barry%20Diller%27s
ejO3lIgBGLMevPGjfLDs8U,David Gibbs,4,David%20Gibbs
ekSUm4QxaOcanyLRrgmQox,Alan Bennett's Diaries,1,Alan%20Bennett%27s%20Diaries
ekhy3ylZTBKdkafauxDxR4,Jim Hackett,11,Jim%20Hackett
ekpJ00sjGVbaadpANMTFy7,Websterian,1,Websterian
emBe7jbDBE2chwyeZ4pH8Q,Ruben Mendoza,14,Ruben%20Mendoza
emFatEOirXKf2ebS3dQwOf,owners,1,owners
emYF2TvQJGofBaNt11qHrt,Sir Ian Davis,1,Sir%20Ian%20Davis
emmjqcMxYj9cf2vMsdJBNL,James E. Rohr,1,James%20E.%20Rohr
en4nejrLr9dd8MIx7irqbQ,Marianne Johnson,6,Marianne%20Johnson
enFOh9vNaIPbDgYXvD4pEb,petroleum fueled,1,petroleum%20fueled
eo9mDRkJJvCfrWLe4jA4ue,Jacob Schottenstein,1,Jacob%20Schottenstein
eoAlp1ocToab8GKIewxsxe,Arabian-American Oil Company,4,Arabian-American%20Oil%20Company
epNhjeHaUVbfAHu3fS05Yx,David Viniar,9,David%20Viniar
epTrrNY9OljfFaMCcfzp1U,California-Arabian Standard Oil Company,3,California-Arabian%20Standard%20Oil%20Company
eplfH7oVj18aygrkUhTk0c,Randall L. Stephenson,36,Randall%20L.%20Stephenson
erfmsEdpFsqddbMEy1FdmE,Paul Brown,583,Paul%20Brown
ermiQZJxYgueQARQWAuKcW,John Connolly,3,John%20Connolly
esfHrLDo4Aocz3FilCriDj,John Williams',4,John%20Williams%27
etAUCMmKx8ifqzkxTA8ot2,Frank Bisignano,6,Frank%20Bisignano
etLXauMnRoFeb5FzZ2VfQH,Samueli family,1,Samueli%20family
etlHAfkF3qNdqqjQjkKIjg,Dan Schulman,23,Dan%20Schulman
euN0cTF7uAGf4dIbqiJvFA,Andrey Kostin,15,Andrey%20Kostin
ev0p3rW2kI8fIjMdjJDMWl,Judy_Lewent,1,Judy_Lewent
evu7HF5ugPAbEkLKtb1qKi,Phebe N. Novakovic,2,Phebe%20N.%20Novakovic
ewMbym8mPAqd7bDziPwSFe,Thomas H. Weidemeyer,3,Thomas%20H.%20Weidemeyer
eySJmlSqk82epJLrtQDnn4,Warnock,1,Warnock
eyuOiIpOoqfcYsb1Eaoxbf,Bill Conway,1,Bill%20Conway
ezCaBa6KDZXbIRc4mNRCBL,Mary N. Dillon,1,Mary%20N.%20Dillon
ezECkRExEhpf7t9IPVesK5,Arthur Levinson,3,Arthur%20Levinson
ezKQnvQwY8ZeO7d2o4i7zS,Barra,1,Barra
ezXAEgwvbCqd4snoW2kUju,Philip Jansen,7,Philip%20Jansen
f1QBtlgLXOXeXLcCmnmRFN,Rupert Soames,21,Rupert%20Soames
f1fIMDAI4ted0t9SqrdU99,Michael Mulligan,8,Michael%20Mulligan
f1ulQvIEjWnf2CJMJJmHZV,Robert Sharpe,10,Robert%20Sharpe
f1y1t6Zi0jHbkYOtuk5zXX,Julian Sinclair Smith,10,Julian%20Sinclair%20Smith
f2Uu4sIakg6ftMCx2jpMv7,Mark Zucchiniberg,1,Mark%20Zucchiniberg
f2weR1VrIeVbv1euRi4VMY,Robert Toll,1,Robert%20Toll
f4pCJJ3F4HzfVKMK6hzyOY,Anthony Wood (businessman),4,Anthony%20Wood%20%28businessman%29
f4vcgHIpfnLfigts5sq7hr,Larry,2,Larry
f4yoGvArShEcWw0k9ZQhb8,Paul,4,Paul
f6toLErP3OTe3Qp9jahLeR,Regency Enterprises,1,Regency%20Enterprises
f83f0UyUJzeagiHdh8SDHo,David Proovost,1,David%20Proovost
f8hco1gv2aibtetErT24ib,Charles Munger,1,Charles%20Munger
f9q2mfEXPvLdK4Fiope5w1,Simone Bagel-Trah,7,Simone%20Bagel-Trah
fAWCzuBVnXpeLHpo33ytKp,Laura Alber,2,Laura%20Alber
fB5wSI8iBS1aYsIAp2tqU2,Matt Ramsey,1,Matt%20Ramsey
fBQyid2mdqxfLhgs1WMW5j,Bernard Arnault,122,Bernard%20Arnault
fBTVNrWFnHAeBTxeagjqge,Christoph Franz,10,Christoph%20Franz
fDFWl2G86xFe2PohEpSIBR,"James E.  "" Jes ""  Staley",1,James%20E.%20%20%22%20Jes%20%22%20%20Staley
fDL4lIb0iORfdaWd1y6s1h,"Vincent K.  "" Vince ""  McMahon",1,Vincent%20K.%20%20%22%20Vince%20%22%20%20McMahon
fFfyoH9Z27MdlvQAJ6o9An,Joel,31,Joel
fGddREv0TfweJPqiXH4mxF,Carlos Torres Vila,4,Carlos%20Torres%20Vila
fHvfUZ3yRj1ds7MCK1SVWN,Jamie Iannone,6,Jamie%20Iannone
fHyF87zP1Ilegq9uZUsuJ8,Fisher's,3,Fisher%27s
fIbEZl2EoqMaaWJQA5Oidw,Eleanor Clay Ford,1,Eleanor%20Clay%20Ford
fIervnX8KQ9dKBy5NTh3lB,James McCann (businessman),2,James%20McCann%20%28businessman%29
fIn7L4nESdWeFSZofEml3R,Adena T. Friedman,1,Adena%20T.%20Friedman
fIpivPziFSUeOZ0aYifOkW,Leonard_Lauder,1,Leonard_Lauder
fJMs9scuvaifMQc1fXtSkl,Ryan Lance,7,Ryan%20Lance
fK8Rc15mq8wdrwqwOU95jM,R. Johnson,1,R.%20Johnson
fKZnhS3OON4bJyjTNyrzVH,Ratan Tata,191,Ratan%20Tata
fLj7oeGN5AodWfrZvHfcPo,Nikesh Arora,25,Nikesh%20Arora
fLzfysSLmykfmTXRoISaEt,Safra A. Catz,1,Safra%20A.%20Catz
fNKDL9yjBZhcwFK1p43Me9,Paul Walsh,108,Paul%20Walsh
fNx87JSjMCLavS8rFyVIUk,Marillyn Hewson,42,Marillyn%20Hewson
fP7mydg643Jbi2aOVFkiLP,Charlie Munger,85,Charlie%20Munger
fPBB7cCcbzlf5mH4Sjvxtn,U.S. Secretary of State,1,U.S.%20Secretary%20of%20State
fPKwA0db3hofBEXpLq8MSM,Charles W. Scharf,1,Charles%20W.%20Scharf
fQZKHHht1i4dMOGNM1xfIA,president,1,president
fQtWJYvqbaBalp8AW44EgN,Prime Minister,3,Prime%20Minister
fRfrIwDSkBye2aY6RmKb9x,David E. Simon,4,David%20E.%20Simon
fSHZkFcb9B1dgeFa3SQstw,Clark T Randt,1,Clark%20T%20Randt
fTAExIJM1dIfuNp9jfuag0,Leonard A.Lauder,1,Leonard%20A.Lauder
fTqkc8oeVHiad1PSIMb3oO,Eva Chen,13,Eva%20Chen
fU3xpmvHVHRe0V5VKQYzog,Charles Magro,1,Charles%20Magro
fU6S9LAdzylflEh6EGEjGE,Peter,2,Peter
fUMIwTwh5k8fXZHaGGS3zb,Eva_Chen,1,Eva_Chen
fWd46q2ezr2c2E9yJQyhDF,Daniel Ek,42,Daniel%20Ek
fYfEWj2Is6rcSTi5E2hi23,Scott C. Donnelly,12,Scott%20C.%20Donnelly
fYsWtYYyisxcQX67zUSW6A,Amanda James,5,Amanda%20James
fZonbpe1I93f0DTtYLx09h,Alexey Miller,26,Alexey%20Miller
fcqkV8XTMtvcjDnTV0N42m,Sandy Weil,2,Sandy%20Weil
fd9ikRvh56LcOkoypTgQpJ,Lakshmi_Mittal,1,Lakshmi_Mittal
fdDG2UNtvABd1jFrghRfKF,Ratan N. Tata,2,Ratan%20N.%20Tata
fdFkZMA7BhlbONfCCSDFni,"Brown, P.",1,Brown%2C%20P.
feetcm7JUCDd4RXELDeIcE,Anne-Marie Couderc,7,Anne-Marie%20Couderc
feq6FycdhlbaeC8DHueV4Z,Michael Joseph,5,Michael%20Joseph
fgBIEp8ZJiZbufmqp28PpD,"Charles Holliday, Jr.",1,Charles%20Holliday%2C%20Jr.
fgZffOcUcAtd9Hgijmjb0L,Bezos Expeditions,1,Bezos%20Expeditions
fgs1rK98TX3dfqHowcW0e2,Larry Page,349,Larry%20Page
fh1lw4D2ln5ekFYJf5o7Vv,Charles W. Hull,1,Charles%20W.%20Hull
fhGDwxs84Pwfqh2h6BKYF8,Adena Friedman,18,Adena%20Friedman
fhOrw5Ex4opfhXhldUpNSG,Vincent K. McMahon,21,Vincent%20K.%20McMahon
fhpK0i4VsQucRGyLHOA4ua,Schwarzman's,4,Schwarzman%27s
fibvALshxGQacIJsKkGhoo,Condi,5,Condi
fipjPM71a4gbBHk1bMixeP,Marc,1,Marc
fissHzaY1nrbejPf2M5qcJ,Arne Sorenson (hotel executive),2,Arne%20Sorenson%20%28hotel%20executive%29
fjoD6Dgi3dUc5Wm9YsxwTq,Adam Gray,45,Adam%20Gray
fkmEbdZDN1MbwKvbpDu0C9,David Calhoun,1,David%20Calhoun
fkmx4D2JthweelRVRD6Zzt,Aramco,45,Aramco
fm2mmW8C21zbG0AocYee1Y,J. Neal Blue,1,J.%20Neal%20Blue
fmlNx0fmFoefAONUyiGZD0,Hiroshi Mikitani,44,Hiroshi%20Mikitani
fnFOGAFDIYIfGu4GzSGgUn,Keizer,1,Keizer
fnTBbLJjPb6fdPFm0IH9Ei,"McEwan, Rt. Hon. William",1,McEwan%2C%20Rt.%20Hon.%20William
fnaNr8Oq73VbpEUPB6z7yy,Mary Meeker,34,Mary%20Meeker
foQI9dKqjFeewVVQfadmvJ,"Katz, Robert",2,Katz%2C%20Robert
fpAU43Wv5NscXtrn7Z9ZEI,Henry Ford's son,1,Henry%20Ford%27s%20son
fpMkxGlAfQtaXHJgsVnFTI,Edsel Ford,177,Edsel%20Ford
fr2Og8ElY8DbiTo1AFNYrl,Ahmed bin Saeed,1,Ahmed%20bin%20Saeed
frnchTGKxYWcAbBDftgz0H,John Williams's,2,John%20Williams%27s
fs0N4DjTRyfbdx4D5r4z9k,William Bowers,86,William%20Bowers
fu4uA8Addd8cARJfkknZrO,G%C3%A9rard_Mestrallet,1,G%25C3%25A9rard_Mestrallet
fuZZnvzXC2Ydjslnh5j2Ij,Even Spiegel,1,Even%20Spiegel
fuvGzSeYROYfiU7Is6i37V,Luis Gallego,6,Luis%20Gallego
fvw54VL4MQDfgrYVT4NHbb,Madrone Capital,1,Madrone%20Capital
fw6sYWnA8hfak9UqjzHEV8,Ron Perelman,3,Ron%20Perelman
fwJ02W9eS0ebCWtWUDKO80,Rupert Murdoch’s,1,Rupert%20Murdoch%E2%80%99s
fxIuoxF0PsycxCut2ahZfs,Marvin R. Ellison,1,Marvin%20R.%20Ellison
fxKQbMVOKp5et6eAGaftEd,"Mr David Michael Gonski, AC",1,Mr%20David%20Michael%20Gonski%2C%20AC
fxTZMy0tvE7fURktUHmOOM,"Nash Holdings, LLC",65,Nash%20Holdings%2C%20LLC
fyNZiUjgkpKcIvtB8WUxzS,"Page, Larry",1,Page%2C%20Larry
fyaxJJZDzAle3CKcScOrQl,John Harkins,25,John%20Harkins
fz4RHhrPI3lfj72iYKOUDD,Jim Easton Jr.,2,Jim%20Easton%20Jr.
fzClsOFB7XLcueNZ7B0L8V,Michael Corbat,26,Michael%20Corbat
