identifier,name,CapitalIQ,description,birthPlace,Wikipedia,birthName,deathPlace,birthDate,deathDate
2t97GekcXLsdfiarKE3mUE,Angus C. Russell,259919838,,,,,,,
2tBqglO6dthcUSAcboNc6n,Curtis C. Griffith,60838314,,,,,,,
2tPYC2LAFTKcUoCyCAotWH,Jose E. B. Antonio,137301973,,,,,,,
2thu2zpod2XbbZSIOgygTi,Matthew E. Rubel,223170700,,,,,,,
2tkdgK1dl2FdQSBV4cRudE,Kan Ueno,64904856,,,,,,,
2tlwVYfjCvHdWAV4yuFl8X,Gani Bustan,560078701,,,,,,,
2tpXKqmOcY0e4aOP9sNPPI,Livingstone Takudzwa Gwata,352716084,,,,,,,
2tsXB6kPwSRcksjDGB66jr,Claude R. Cornaz,8888212,,,,,,,
2tzpRXwFbvTcoo4psaOUnj,Yair Yona Hamburger,7998495,,,,,,,
2u4V9jAIKKPbSL87AmXbOf,Andrew  Jassy,,,,,,,,
2u6eqXoGl1fbYoDRKDOoXe,Mark Clare,419831465,,,,,,,
2u75StdJ0OybxYY26mmNdJ,Darrell William Crate,289979829,,,,,,,
2uGXHinVLYaan4dV8KHual,Gary Cox,605577348,,,,,,,
2uIojQX28FgemcTE8Hz7W2,Joseph Chow,276260217,,,,,,,
2uK2tXzI6kwf0EOh96Ma1d,Jaroslaw Grodzki,133371769,,,,,,,
2uKBYLajGXmaZjjCEobNDL,Darrell Ford,,,,,,,,
2uNi9cdvQpufxPPsFh9mXV,Kevin M. Rendino,331603068,,,,,,,
2uR2jgU3nIKcic5ztu94De,M. Carl Johnson,112629154,,,,,,,
2ulOlMMFcl1cBYM77hfWV2,Yasuhiko Ichihashi,215380239,,,,,,,
2uugH1ZkA8ibYGadDRVmuH,Jason Zhou,415225697,,,,,,,
2v3OCDa8tAoduAqgnLC85K,Abdul Rahman Sharbatly,241721981,,,,,,,
2v6f6Y20ZOsbWUKY4EEtrI,Daniel M. Friedberg,217563109,,,,,,,
2v99LcEnBzHfuJftVOeiNn,Oscar Sison Reyes,45248013,,,,,,,
2v9xEDedCdaeoemLqYvKKH,Jung-Jin Seo,134105037,,,,,,,
2vB1y3R2oqde8SzVUK2Eti,Jason Louis DeZwirek,247179,,,,,,,
2vBSX3VfxWhcZ9h99zuetF,Leo J. Hill,226016877,,,,,,,
2vCTXD1A1cCdwlcDKxWaZ2,Michael Wirth,,,,,,,,
2vCztwYXAjgatdTP08cLCi,Ariel Halperin,170961526,,,,,,,
2vE2x8Bsuy2fRnkTqSxqJS,Kunio Tanaka,,,,,,,,
2vNCLRmsppYcv7UqkRZ2wo,Sock Ping Yeoh,8596858,,,,,,,
2vZBaE9m63dfT3eyVb55zh,Martin Lundstedt,312605622,"Martin Lundstedt (born 28 April 1967 in Mariestad, Sweden) is a Swedish businessman and has been President and CEO of the Volvo Group since 22 October 2015.  & News.Language=en-gb "" Press release AB Volvo, Martin Lundstedt appointed President and CEO of the Volvo Group "" 2015-04-22 He has 25 years' experience of development, production and sales within the heavy automotive industry. Education Lundstedt studied at Chalmers University of Technology and graduated with an MSc Career Following his exam, Lundstedt joined Scania as a trainee in 1992 and held a number of senior management positions during his 23 years with the company. He became president and CEO at Scania in 2012 and remained in that position until joining the Volvo Group. Other activities * European Round Table of Industrialists (ERT), Member  Members European Round Table of Industrialists.  References","Mariestad, Sweden",en.wikipedia.org/wiki/Martin_Lundstedt,,,,
2vZJiNX47FpaqqlZyU1qMj,Johan Nordström,204674648,,,,,,,
2vd1kv2N792biE5USTKfIr,Michel Claude Trudeau,561204724,,,,,,,
2vdRjUNnRvpe8N8WMIINbq,Yoichiro Nomura,113798695,,,,,,,
2vepDiA0vrff19KYm6w2Ib,Christopher Ling,,,,,,,,
2vivMFtgmIpdRcDeBi8AYt,John Charles Ellice-Flint,170921658,,,,,,,
2vk0ClL7yulchaasjAdiPJ,Frank Louis Jaksch,5035023,,,,,,,
2vmtEOMchVjbeBcVYalfS3,U. B. Pravin Rao,62663545,"U. B. Pravin Rao is the current chief operating officer of Infosys, after Salil Parekh was declared as the CEO and MD on 2 December 2017. Previously, he was announced as the interim CEO and MD after Vishal Sikka stepped down. He joined Infosys in 1986 and has played many leadership roles including Chief Operating Officer, Head of Infrastructure Management Services, Delivery Head for Europe, and Head of Retail, Consumer Packaged Goods, Logistics and Life Sciences. He is a member of the National Council of Confederation of Indian Industry (CII) and the Executive Council of Nasscom. He currently serves as chairman of NASSCOM in the financial year 2020-2021.  Background N. R. Narayana Murthy hired Pravin in 1985 and nurtured him. He stated that he had been sidelined. Murthy elevated Pravin to the board and made him the COO of the company.",,en.wikipedia.org/wiki/U._B._Pravin_Rao,,,,
2vtbAceJbOXdLrW3liaDA9,Zhigang Hao,553332791,,,,,,,
2w1Hzua3YCwbUXh8RqWnFs,Run Ting Lu,251979215,,,,,,,
2w40C4jQfZqbuC7lV4tlws,David McLean,,,,,,,,
2wAkpOycOyeaeuqxPvszGO,Henry B. Tippie,351858,,,,,,,
2wGAxPbbFoIea93SByQoKO,Heather Stone,,,,,,,,
2wLwmpTsESfdS6FqghSUmd,Craig W. Miller,603125963,,,,,,,
2wRcZcsV1WMaeCwwXdk8sK,Brian  Chesky,,,,,,,,
2waJWP59lBVbPcLYaLKUZT,Anand Mehra,314841925,,,,,,,
2wdBieaoRcKb2P3j6eV9UQ,Masahiro Takahashi,8252279,,,,,,,
2whuYfNlIJQe0F3VjDDLNp,Alex Bongrain,8330822,,,,,,,
2wnmD58E87UeTYXglYMHff,David J. Bronczek,383033137,,,,,,,
2wv2OnyETwjaxhwz6Vb6dK,Robert E. Beauchamp,170078,"Robert Beauchamp (1923 – March 1995) was an American figurative painter and arts educator. Beauchamp's paintings and drawings are known for depicting dramatic creatures and figures with expressionistic colors. His work was described in the New York Times as being "" both frightening and amusing, "" . He was a Guggenheim Fellow and a student of Hans Hofmann. Early life and education Robert Beauchamp was born in Denver, Colorado in 1923. He had three brothers and three sisters; the children were orphaned by the time Beauchamp was three. The family grew up impoverished due to the Great Depression, living in a community house with other families. As a child he dabbled in art but it wasn't until high school that he began taking art classes. When not creating art he also played sports; football and basketball, and enjoyed chemistry and geology.  He was told he was good at drawing, and replaced study hall classes with art classes, receiving instruction and inspiration from a Welsh teacher named R. Idris Thomas. While in high school Beauchamp would go, every Monday, to the public library and a local museum where he would read books about art; specifically French painting, as assigned by Thomas. Beauchamp would spend upwards of four hours a day in the art room and eventually won the Carter Memorial Prize, which provided a scholarship to the Colorado Springs Fine Arts Center. At Colorado Springs he studied under Boardman Robinson, painting landscapes in nature.","Denver, Colorado, U.S.",en.wikipedia.org/wiki/Robert_Beauchamp,Robert John Beauchamp,,1923,March 1995
2x0jzJ8JwfWcufkVL8sq08,Robert James Manning,36044688,,,,,,,
2xDB6qUodPxff4fTlzR5z9,Lucio Della Martina,206819450,,,,,,,
2xPt1lllOwodUB9fdjIWOb,Ronald John Edward Marsh,265596546,,,,,,,
2xXaeh6sIVNfpyEBtduJtL,Samuel S. Lee,37501615,,,,,,,
2xeDt55UhZBcPaGaBRmwNq,Jose Francisco Perez Mackenna,206944398,,,,,,,
2xgHIWD0JT5dZA5t33HFrz,Tomas I. Alcantara,25758876,,,,,,,
2xqM4ZYJ2nUcKHGAyfFhfB,Michael B. O'Sullivan,611418335,,,,,,,
2xuTCe5tVxNarBbDVhbj5K,Joseph S. Tibbetts,311540663,,,,,,,
2yE6VchJiP3fYObNwa9GDo,John Reynolds Rice,421129632,,,,,,,
2yIGBUsei7SbEihSpe7gLi,Frederick M. Lowery,,,,,,,,
2yKjC1S95NmdsgNGu7WnHT,Alan Joseph Joyce,24840854,"Alan Joseph Joyce,  (born 30 June 1966) is an Irish Australian businessperson. He is the chief executive officer (CEO) of Qantas Airways Limited. Early life and education Joyce was born and raised in Tallaght, now a suburb of Dublin, Ireland. His mother was a cleaner, and his father worked in a tobacco factory. Joyce attended secondary school at St Mark's Community School in Springfield, Tallaght. Joyce attended Dublin Institute of Technology and Trinity College, Dublin. He graduated with Honours, receiving a Bachelor of Science degree in Applied Science (Physics and Mathematics) and a Master of Science degree in Management Science. He is a Fellow of the Royal Aeronautical Society.  Career In 1988, Joyce commenced work at Aer Lingus, the flag carrier of Ireland. He held various positions in sales, marketing, information technology, network planning, operations research, revenue management and fleet planning. In 1996, he resigned to join the now-defunct Ansett Australia.  O'Sullivan, Matt. "" Joyce ready for great leap at Qantas "" , Sydney Morning Herald online retrieved 27 November 2009. In 2000, Joyce joined Qantas. At both Ansett Australia and Qantas, he headed the Network Planning, Schedules Planning and Network Strategy functions. Joyce was appointed CEO of Qantas subsidiary Jetstar Airways in October 2003.  CEO of Qantas Joyce became CEO of Qantas on 28 November 2008. He is a former Director of Orangestar Investment Holdings Pte Limited (holding company of Singapore-based Jetstar Asia Airways and Valuair) and Jetstar Pacific Airlines Aviation Joint Stock Company (in Vietnam).  On 29 October 2011, as a result of continuing industrial unrest following the announcement of job losses and structural changes at Qantas, Joyce grounded the entire Qantas mainline fleet.  Staff writers (29 October 2011) "" Shock as Qantas chief Alan Joyce grounds airline's domestic and international fleet "" . The Daily Telegraph (Sydney). Retrieved 29 October 2011","Tallaght, Dublin, Republic of Ireland",en.wikipedia.org/wiki/Alan_Joyce_(executive),,,< ref >  < /ref >,
2yO3t1MPLrfepYSYJPd6i0,Thomas Duffy,,,,,,,,
2yPSizuyOJ2abNI5MgudB3,Geun-Sig Cha,71986148,,,,,,,
2yRckEPDhcRcwBLySJjgsw,Thomas J. Reddin,265047335,,,,,,,
2yU0FM4x4mSaxVZ6W5rwCi,Hajime Ueda,420008514,,,,,,,
2yXdjdJnEYRcYaRocF8keS,William D. Fortson,429439124,,,,,,,
2yZr5AEpze6c5nC6bVPAnx,John Edward Robins,424669609,,,,,,,
2ycOnDSTBGDcAPOS9MSNXS,Jose Jairo Correa Gomez,225466911,,,,,,,
2yeshbNeX9iataJ6jQFesS,Paul Marchant,,,,,,,,
2yf4DkaoWynfalfz6Bmrcn,Marna Cupp Whittington,644588,,,,,,,
2yfYwsN4psEbDEsIaaZmxj,Anthony Keenan,319522016,,,,,,,
2yfajeMxLTldJf1HT6rstK,Simone Bagel-Trah,8076021,"Simone Bagel-Trah (born 1969) is a German businessperson and Chairman of the Supervisory Board and Chairman of the Shareholders' Committee of Henkel. Early life and education Bagel-Trah's mother is Anja Bohlan, the economist and academic. Bagel-Trah is a great-great-granddaughter of the Henkel founder Fritz Henkel.  Bagel-Trah graduated from the Max Planck Gymnasium in Düsseldorf in 1988. From 1988 to 1993 she studied biology at the University of Bonn. In 1998, she received her doctorate. Career From 1998 to 2000 Bagel-Trah worked as an independent consultant for project management in the field of microbiology and pharmacy. In 2000, she became Managing Partner of Antiinfectives Intelligence GmbH in Rheinbach. She is a founding member of the since 6 December 2007 existing University Council of Heinrich Heine University of Düsseldorf. Since 30 April 2001, Bagel-Trah has been a member of the Supervisory Board of Henkel AG & Co. KGaA. As of 14 April 2008, she was the deputy chairman. On 22 September 2009, she took over the chairmanship, making her the first woman on this position in a DAX-listed company. At the same time she also became Chairman of the Shareholders' Committee, whose members include non-family managers also five Henkel heirs and which combines the interests of the three Henkel family members.   Enthält auch Verweise auf vier Hintergrundberichte der Wirtschaftswoche vom 17. September 2009, die als Quelle zur inhaltlichen Erweiterung dieses Artikels nützlich sind. Since 28 April 2014 she is member of the Supervisory Board of Bayer AG.","Düsseldorf, West Germany  < br/ >  (now Germany)",en.wikipedia.org/wiki/Simone_Bagel-Trah,< !-- only use if different from name -- >,,"< !--  for living people supply only the year with  unless the exact date is already widely published, as per WP:DOB. For people who have died, use . -- >",< !--  (DEATH date then BIRTH date)  -- >
2yi17sQZTPafL5uKNbFTOJ,Paul H. Stebbins,30823930,,,,,,,
2yms2QthbQXfd2Jj3rfuTM,Raymond W. McDaniel,528333,"Raymond Whitehead McDaniel, Jr. (born January 5, 1958)  Moody's Corporation Information United States Public Records, 1970-2009 (New York, 1988-2000) is an American financial executive. He is president and chief executive officer of Moody's Corporation, the parent company of Moody's Investors Service and Moody's Analytics. Education McDaniel earned a B.A. in political science from Colgate University, and a J.D. from Emory University School of Law. In 1984 McDaniel was admitted to the New York State Bar.  Career Moody's Corporation McDaniel joined Moody's Investors Service in New York in 1987 as an analyst in Asset Securitization.  In 2001 he became president of Moody's Investors Service, and was elected to the Moody's Corporation board of directors in 2003. McDaniel became chief operating officer of Moody's Corporation in January 2004. From October 2004 until April 2005 McDaniel served as president of Moody's Corporation. In April 2005, McDaniel was named chairman and CEO of Moody's Corporation He served as the chairman of the board of directors from 2005 to 2012, when Henry McKinnell was named Chairman of the Board of Directors. In 2012, as part of the decision to split the role of chairman and CEO, he again became president of Moody's Corporation, where he currently oversees the company's two divisions; Moody's Investors Service and Moody's Analytics.",,en.wikipedia.org/wiki/Raymond_W._McDaniel_Jr.,"Raymond Whitehead McDaniel, Jr.  < ref > https://www.martindale.com/new-york/new-york/raymond-whitehead-mcdaniel-jr-528325-a/ < /ref >",,,
2yvv0LnaabkbOXpJV8XXh9,Atul Ashokkumar Ruia,38982907,,,,,,,
2yyLjMIRNU6fj6OknflvCv,Otakar Demis,28239205,,,,,,,
2zA2PJiACTwd0AFgdinfiI,Michihiro Kitazawa,62169510,,,,,,,
2zAFlUgxITVcXgfysngOcR,John Francis Mulcahy,79739313,,,,,,,
2zGUVtq860deMgQg4tKNgH,Craig Federighi,,,,,,,,
2zGdPZKY6JFfpJ27DmFTkF,Yoav Shaked,573436441,,,,,,,
2zPEt9NRmoMeWabwl57nBT,Yazid Sabeg,8743262,,,,,,,
2zPRCzXbZ9deYQvlwLWvDH,Thomas Gus Maheras,48992084,,,,,,,
2zZPDZTlRRsc0rmFFjMkbd,Clark T. Randt,247873590,"Clark T. "" Sandy "" Randt Jr. ( ; Pinyin: Léi Dé; born November 24, 1945) is an American lawyer and diplomat who served as the United States Ambassador to the People's Republic of China from July 23, 2001 to January 20, 2009, making him the longest-serving U.S. Ambassador to China. Randt was formerly a partner with the law firm of Shearman & Sterling in Hong Kong, where he headed the firm's China practice. Education After preparing at The Hotchkiss School, Randt graduated from Yale University with a Bachelor of Arts in 1968 and received his Juris Doctor from the University of Michigan Law School in 1975. He also attended Harvard Law School where he was awarded the East Asia Legal Studies Traveling Fellowship to China. While at Yale, he was a member of Delta Kappa Epsilon fraternity with George W. Bush. Career From 1968 to 1972, Randt served in the United States Air Force Security Service, and in 1974 he was the China representative of the National Council for United States-China Trade. Randt was a resident of Beijing from 1982 through 1984 where he served as First Secretary and Commercial Attache at the U.S. Embassy. He then lived in Hong Kong for 18 years, most recently as a partner with the international law firm of Shearman & Sterling where he headed the firm's China practice. Randt was Governor and First Vice President of the American Chamber of Commerce in Hong Kong. He is a member of the New York and Hong Kong bars and is a recognized expert on Chinese law. He is fluent in Mandarin Chinese.","Connecticut, U.S.",en.wikipedia.org/wiki/Clark_T._Randt_Jr.,,,,
2zaUZJexYTnf19x1lWu1Zs,Masahiko Kamata,108908044,,,,,,,
2zapR8MqZlCfKxAoNkcrMu,Roger James Pomerantz,262377503,,,,,,,
2zg6ssGREyyfAtLBVlP9Ft,Ting-Fung Lin,656378605,,,,,,,
2zgNA7OAXfaaVLyarwNEfO,Robert P. Wares,252083720,,,,,,,
2zhpYcOc0tseZPf4xJEsSe,Renato Boero,616518697,,,,,,,
2zkXkyFkQRBdq94XaFnxKf,Kaoru Hayashi,241534688,,,,,,,
2zkpx5xMYIudsU0wrM7fBQ,Dame Carolyn J. McCall,549913909,"Dame Carolyn Julia McCall,  (born 13 September 1961)  #35. Carolyn McCall, 'MediaGuardian 100 2009', The Guardian, 13 July 2009 is a Scottish-Irish businesswoman and the chief executive of ITV since 2018. She previously served as the chief executive of easyJet from 2010 to 2017. Early life and career Born in Bangalore, India, the only child of British expats (her Scottish father ran the Far East division of a US textile multinational; her Irish mother worked for the British High Commission in India), she was educated in India and Singapore until her teens, then at a Roman Catholic girls' boarding school in Derbyshire. She studied for a BA degree in history and politics at the University of Kent, Canterbury, where she met her husband Peter; the couple have three children (Emmeline, Max, and Dan) and live in Berkhamsted.  On graduation she began training as a teacher, completing a year at Holland Park School. She then gained a master's degree in politics from the University of London, and subsequently joined construction group Costain. She was offered a job on Kevin Kelly's Business magazine. McCall was a non-executive director of Lloyds TSB (2008–2009), New Look (1999–2005, a position to which she was reappointed in 2010); and Tesco (2005–2008), a position from which she resigned after Tesco sued The Guardian for libel.  Jason Deans, 'GMG chief resigns from Tesco board', The Guardian, 10 April 2008 She was chair of the Business in the Community project Opportunity Now, and has also acted as president of Women in Advertising and Communications London. Guardian Media Group McCall applied to be a research planner at The Guardian, which she joined in 1986.","Bangalore, India",en.wikipedia.org/wiki/Carolyn_McCall,,,,
2zl410k2WJIbYYmgdRiHOc,Gillian H. Denham,49754447,,,,,,,
2zw2tCFnwsWep2W17ptfER,John Allen Goodwin,288784401,,,,,,,
2zyjbpxWyODeYPhFmC2gVQ,James R. Scapa,595202971,,,,,,,
302wMQJCPAobuF549LK4QQ,Peter C. Boylan,250841025,,,,,,,
309CzYIzOi6bv9CetKuIZ6,Robert Ivell,133310205,,,,,,,
309Sp2HkJIqcKYalsW1eWY,Wendy Becker,532393562,,,,,,,
30BT1msu0r9b7kfILSQ5cV,Bunjamin Jonatan Mailool,130637378,,,,,,,
30DufkKA1fcbLtv5eK0TNv,Marc Dunoyer,242328055,,,,,,,
30FAbJKY3J7eWV7IBd9qGS,Simon Patrick Duffy,286737438,,,,,,,
30IC4NTAWu1e1o3QTUadEH,Yukio Iimura,30347905,,,,,,,
30KwNQfqm6bdrX6gBtbL0V,Kin Chan,22275423,,,,,,,
30TcCDmr9RCawaoN6XPB2C,Kiran Mazumdar-Shaw,275230107,,,,,,,
30VFNJDSP8heMAFVHXZqVC,John Brian Zaozirny,8287238,,,,,,,
30c0xgQW4JBbL0bRg8kNlb,Hiroyuki Shime,62274127,,,,,,,
30j5N3BZgo1f614dhh2efd,Trent J. Yanko,216005171,,,,,,,
30jdngvEu7baWcOuuDqxZK,Konstantinos V. Konstantakopoulos,114909393,,,,,,,
30ndbx1lXXVfndz67Q7SeZ,Choon Yeow Tee,8373723,,,,,,,
30qurdsrOSVefQnIHBn3VH,Paul Samuel Levy,34100438,,,,,,,
30vzeaRPgpWfGoLmwM63be,Carl E. Vogel,22320176,,,,,,,
310MVgK9EBFdavtgzAeAGS,James Seutloadi,12616824,,,,,,,
3141OBwRlfiarlGBkElveP,Hiromi Iwata,145463633,,,,,,,
319xY94dc1SfHIaS3wZzKB,Deirdre O'Brien,,,,,,,,
31D14CEfjjqbSOixyAZ3LN,Keisuke Sato,61838938,,,,,,,
31EWuxIMw0eau6wd2m9Bfg,Keming Zhou,115978310,,,,,,,
31F3vLD8f9HdmKcbYbFQxw,Stephen Garfield Kasnet,528665958,,,,,,,
31NvN8giqHyecai7we58YK,Richard M. Jelinek,,,,,,,,
31PYgGmqIJ7c8Ljp705xBQ,Hélène Maria Vletter-van Dort,314044228,,,,,,,
31SRSR1nQqYcMkiZcgiail,Fan Zhang,264217175,,,,,,,
31X7jx4dWcKaamDaZ4xrOI,S. Rob Walton,,,,,,,,
31aKUJbjLCKbBSAESZF3KX,Mark D. McLaughlin,139910909,"Mark McLaughlin (born 2 December 1975) is a Scottish former professional footballer. Since turning senior in 1999, McLaughlin has played over 100 games for both Clyde and Hamilton Academical. He has also played for Greenock Morton and Dumbarton. Career McLaughlin, a defender, began his career at junior club Arthurlie before moving to Clyde in 1999. Clyde McLaughlin made his debut with Clyde in a 3–1 win away from home against Stenhousemuir. On 7 October 2000 he scored his first senior football goal away to Alloa Athletic at the Recreation Park Alloa's home ground and only two weeks later he scored in a 2–2 draw against Ross County at Broadwood in the Scottish Football League First Division.","Greenock, Scotland",en.wikipedia.org/wiki/Mark_McLaughlin,,,,
31tMPNKjqC6dFqL9th4ymF,Herbert Henzler,145729294,,,,,,,
31v2HvR7y6bfxoAhddiPrW,Chi-Kong Cheng,49379554,,,,,,,
321tE7kdg9VdURlPrd6YJJ,Robert J. Elliott,426196889,,,,,,,
3240uEITK7qdV0w3xAxXR7,Shai N. Gozani,10255866,,,,,,,
324v1ni7b0scj7XdE5gLYg,Kenneth Hvid,418556747,,,,,,,
327DnWalFnwat7iktcxNtQ,Basavanhalli Satyanarayan Nagesh,27261602,,,,,,,
329lhyM99Fwfycx6L0nqPR,Kevin C. Tang,269324202,,,,,,,
32LUhhVUjQ3b4jhAv6zSeb,Binghuang Huang,639049109,,,,,,,
32RBgJrP7D6bmGEhDL6Lk9,Khein-Seng Pua,98511666,,,,,,,
32RsUdy2dLadRZeZ9sLDQi,François Feuillet,9637926,,,,,,,
32fB9mst7I5dW5Ycp4eIVT,M. Ramachandran,543898099,,,,,,,
32j7AGd2RPRb2Yqi9FUnO2,David Michael Barse,319164,,,,,,,
32knjgUG1WocaBgMdJ1VR5,Lindsay Allan Rosenwald,133554099,,,,,,,
32msceFPZJPbtpy9DRNr91,Bertrand Meunier,46514058,,,,,,,
32uen8xz1uKcnVXq071nND,Daryl Harvey Gilbert,270451284,,,,,,,
32vFpC3rwi7dBFLPMw0Iuf,Ferit Bülent Eczacibasi,8462285,,,,,,,
32vqME0cSt7ezgCMySlVM7,Carl W. Neun,714334,,,,,,,
