keyword,caption_name,topic_id,entity_type,threshold,groups,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(winc; tech),Winc startup,188132,startup,general.alert3,,,Startup,Winc startup,,dgm_vcstartup_terms,8b8a2a0f365193675e34f3e88388c440,dgm_vcstartup_terms__8b8a2a0f365193675e34f3e88388c440
(om1; tech),OM1 startup,188132,startup,general.alert3,,,Startup,OM1 startup,,dgm_vcstartup_terms,10f5f615cba1f33e3fdfde4e196fda66,dgm_vcstartup_terms__10f5f615cba1f33e3fdfde4e196fda66
(workspot; tech),Workspot startup,188132,startup,general.alert3,,,Startup,Workspot startup,,dgm_vcstartup_terms,b02acde7c6481acbe115d79127b4d72c,dgm_vcstartup_terms__b02acde7c6481acbe115d79127b4d72c
(meraki; tech),Meraki startup,188132,startup,general.alert3,,,Startup,Meraki startup,,dgm_vcstartup_terms,c7cf1055bd9e209a885fdb01fed7ed78,dgm_vcstartup_terms__c7cf1055bd9e209a885fdb01fed7ed78
(amperity; tech),Amperity startup,188132,startup,general.alert3,,,Startup,Amperity startup,,dgm_vcstartup_terms,d4b9955147d6548b6b3e4bccbcc7db4d,dgm_vcstartup_terms__d4b9955147d6548b6b3e4bccbcc7db4d
(spinny; tech),Spinny startup,188132,startup,general.alert3,,,Startup,Spinny startup,,dgm_vcstartup_terms,d72ee047582dba25b1eaecbae752b42e,dgm_vcstartup_terms__d72ee047582dba25b1eaecbae752b42e
(riskiq; tech),RiskIQ startup,188132,startup,general.alert3,,,Startup,RiskIQ startup,,dgm_vcstartup_terms,503c1d97b2276b02ab3db9ae0f49b619,dgm_vcstartup_terms__503c1d97b2276b02ab3db9ae0f49b619
(lunar; tech),Lunar startup,188132,startup,general.alert3,,,Startup,Lunar startup,,dgm_vcstartup_terms,88ee05b21d3aa29d493f24a6fab9eecc,dgm_vcstartup_terms__88ee05b21d3aa29d493f24a6fab9eecc
(coda; tech),Coda startup,188132,startup,general.alert3,,,Startup,Coda startup,,dgm_vcstartup_terms,c938040e7d8f68c6e888face8c317ea7,dgm_vcstartup_terms__c938040e7d8f68c6e888face8c317ea7
(weave; tech),Weave startup,188132,startup,general.alert3,,,Startup,Weave startup,,dgm_vcstartup_terms,179d764d7010da5e8623d905b4243304,dgm_vcstartup_terms__179d764d7010da5e8623d905b4243304
(signpost; tech),Signpost startup,188132,startup,general.alert3,,,Startup,Signpost startup,,dgm_vcstartup_terms,b5f0c016400000218963aea1f3cd3f73,dgm_vcstartup_terms__b5f0c016400000218963aea1f3cd3f73
(deep instinct; tech),Deep Instinct startup,188132,startup,general.alert3,,,Startup,Deep Instinct startup,,dgm_vcstartup_terms,d9b62c3a77aaeaf34970644d3122c564,dgm_vcstartup_terms__d9b62c3a77aaeaf34970644d3122c564
(aircall; tech),Aircall startup,188132,startup,general.alert3,,,Startup,Aircall startup,,dgm_vcstartup_terms,b4352e460af7c44cb78e8da597092304,dgm_vcstartup_terms__b4352e460af7c44cb78e8da597092304
(foreseehome; tech),ForeseeHome startup,188132,startup,general.alert3,,,Startup,ForeseeHome startup,,dgm_vcstartup_terms,b5d5888ddf0c71b0c4101404e8e82c1e,dgm_vcstartup_terms__b5d5888ddf0c71b0c4101404e8e82c1e
(infinidat; tech),Infinidat startup,188132,startup,general.alert3,,,Startup,Infinidat startup,,dgm_vcstartup_terms,c829940495ba50ec1fff9dbb6b6519a3,dgm_vcstartup_terms__c829940495ba50ec1fff9dbb6b6519a3
(notal vision; tech),Notal Vision startup,188132,startup,general.alert3,,,Startup,Notal Vision startup,,dgm_vcstartup_terms,3ea2da12a30461fc69800c40ee0d4f85,dgm_vcstartup_terms__3ea2da12a30461fc69800c40ee0d4f85
(bought by many; tech),Bought By Many startup,188132,startup,general.alert3,,,Startup,Bought By Many startup,,dgm_vcstartup_terms,d7a3078e3036990170b3f018480fa685,dgm_vcstartup_terms__d7a3078e3036990170b3f018480fa685
(brex; tech),Brex startup,188132,startup,general.alert3,,,Startup,Brex startup,,dgm_vcstartup_terms,8460d255ebce889e4f6a5be683342183,dgm_vcstartup_terms__8460d255ebce889e4f6a5be683342183
(tracelink; tech),TraceLink startup,188132,startup,general.alert3,,,Startup,TraceLink startup,,dgm_vcstartup_terms,e03dd529ed50593d971bd8910b6de80f,dgm_vcstartup_terms__e03dd529ed50593d971bd8910b6de80f
(tractable; tech),Tractable startup,188132,startup,general.alert3,,,Startup,Tractable startup,,dgm_vcstartup_terms,b56cd41f454c390a5d9fd76fd665b1e4,dgm_vcstartup_terms__b56cd41f454c390a5d9fd76fd665b1e4
(ghost; tech),Ghost startup,188132,startup,general.alert3,,,Startup,Ghost startup,,dgm_vcstartup_terms,9c05544ca6504f2b9e2d51b9fd00b6f2,dgm_vcstartup_terms__9c05544ca6504f2b9e2d51b9fd00b6f2
(joor; tech),JOOR startup,188132,startup,general.alert3,,,Startup,JOOR startup,,dgm_vcstartup_terms,1fa1d66080a7756ec9c941adb4f6a119,dgm_vcstartup_terms__1fa1d66080a7756ec9c941adb4f6a119
(outdoorsy; tech),Outdoorsy startup,188132,startup,general.alert3,,,Startup,Outdoorsy startup,,dgm_vcstartup_terms,cc1642d9f22fa7f44f73545b659b0e0e,dgm_vcstartup_terms__cc1642d9f22fa7f44f73545b659b0e0e
(smartasset; tech),SmartAsset startup,188132,startup,general.alert3,,,Startup,SmartAsset startup,,dgm_vcstartup_terms,638c2d843e723b26a7974318996bc584,dgm_vcstartup_terms__638c2d843e723b26a7974318996bc584
(g2; tech),G2 startup,188132,startup,general.alert3,,,Startup,G2 startup,,dgm_vcstartup_terms,b6c5a81e1c25364ad6ce2e3cf06a2cec,dgm_vcstartup_terms__b6c5a81e1c25364ad6ce2e3cf06a2cec
(vwise; tech),vWise startup,188132,startup,general.alert3,,,Startup,vWise startup,,dgm_vcstartup_terms,46a30fc5eddd25983445f92f312ca068,dgm_vcstartup_terms__46a30fc5eddd25983445f92f312ca068
(liv up; tech),Liv Up startup,188132,startup,general.alert3,,,Startup,Liv Up startup,,dgm_vcstartup_terms,e89e472251d95ed8a150dd23aabf50e8,dgm_vcstartup_terms__e89e472251d95ed8a150dd23aabf50e8
(bird; tech),Bird startup,188132,startup,general.alert3,,,Startup,Bird startup,,dgm_vcstartup_terms,a52ebcb69bc7cf1dcc02b7176d593e3c,dgm_vcstartup_terms__a52ebcb69bc7cf1dcc02b7176d593e3c
(sharethrough; tech),Sharethrough startup,188132,startup,general.alert3,,,Startup,Sharethrough startup,,dgm_vcstartup_terms,e3ee5716939275ec63a4084c05d39bf9,dgm_vcstartup_terms__e3ee5716939275ec63a4084c05d39bf9
(zenoti; tech),Zenoti startup,188132,startup,general.alert3,,,Startup,Zenoti startup,,dgm_vcstartup_terms,7e924b356d032af22174e7c6c775c70a,dgm_vcstartup_terms__7e924b356d032af22174e7c6c775c70a
(claroty; tech),Claroty startup,188132,startup,general.alert3,,,Startup,Claroty startup,,dgm_vcstartup_terms,1692cde7af9badae8667206adebdc13d,dgm_vcstartup_terms__1692cde7af9badae8667206adebdc13d
(templafy; tech),Templafy startup,188132,startup,general.alert3,,,Startup,Templafy startup,,dgm_vcstartup_terms,71d27b2de83ff4a8f9361b5c81d1ec50,dgm_vcstartup_terms__71d27b2de83ff4a8f9361b5c81d1ec50
(treasury intelligence solutions; tech),Treasury Intelligence Solutions startup,188132,startup,general.alert3,,,Startup,Treasury Intelligence Solutions startup,,dgm_vcstartup_terms,e730b71158f32546022aa32e785de750,dgm_vcstartup_terms__e730b71158f32546022aa32e785de750
(boxed; tech),Boxed startup,188132,startup,general.alert3,,,Startup,Boxed startup,,dgm_vcstartup_terms,275a587e9c8949e60791ac42667cf830,dgm_vcstartup_terms__275a587e9c8949e60791ac42667cf830
(perfectserve; tech),PerfectServe startup,188132,startup,general.alert3,,,Startup,PerfectServe startup,,dgm_vcstartup_terms,a241adfd8f6c83588b74886b37088e52,dgm_vcstartup_terms__a241adfd8f6c83588b74886b37088e52
(truebill; tech),Truebill startup,188132,startup,general.alert3,,,Startup,Truebill startup,,dgm_vcstartup_terms,89bee03e636dd4247fe813881f84dd61,dgm_vcstartup_terms__89bee03e636dd4247fe813881f84dd61
(weee!; tech),Weee! startup,188132,startup,general.alert3,,,Startup,Weee! startup,,dgm_vcstartup_terms,93b39dd5de965f06687922006d46a248,dgm_vcstartup_terms__93b39dd5de965f06687922006d46a248
(applyboard; tech),ApplyBoard startup,188132,startup,general.alert3,,,Startup,ApplyBoard startup,,dgm_vcstartup_terms,4e74f9a432366eb9b305d7663627a11b,dgm_vcstartup_terms__4e74f9a432366eb9b305d7663627a11b
(aunt bertha; tech),Aunt Bertha startup,188132,startup,general.alert3,,,Startup,Aunt Bertha startup,,dgm_vcstartup_terms,7ed9206fbe9f8f44e90e464c5d033ab3,dgm_vcstartup_terms__7ed9206fbe9f8f44e90e464c5d033ab3
(clip; tech),Clip startup,188132,startup,general.alert3,,,Startup,Clip startup,,dgm_vcstartup_terms,8540e4ee8c20c3ea984c8d3cb0961ff2,dgm_vcstartup_terms__8540e4ee8c20c3ea984c8d3cb0961ff2
(shopex; tech),ShopEx startup,188132,startup,general.alert3,,,Startup,ShopEx startup,,dgm_vcstartup_terms,689cc3c52d83d8613186f1efd48db146,dgm_vcstartup_terms__689cc3c52d83d8613186f1efd48db146
(philo; tech),Philo startup,188132,startup,general.alert3,,,Startup,Philo startup,,dgm_vcstartup_terms,80c84c07cb94c7ab1306defa2b9dbfe1,dgm_vcstartup_terms__80c84c07cb94c7ab1306defa2b9dbfe1
(mubi; tech),MUBI startup,188132,startup,general.alert3,,,Startup,MUBI startup,,dgm_vcstartup_terms,e050458b44248391e6988cd775362d24,dgm_vcstartup_terms__e050458b44248391e6988cd775362d24
(trulioo; tech),Trulioo startup,188132,startup,general.alert3,,,Startup,Trulioo startup,,dgm_vcstartup_terms,f47455d620026697e5490d638fca034a,dgm_vcstartup_terms__f47455d620026697e5490d638fca034a
(whatfix; tech),Whatfix startup,188132,startup,general.alert3,,,Startup,Whatfix startup,,dgm_vcstartup_terms,d20d544a2b9d7710aec7e0227549b5e2,dgm_vcstartup_terms__d20d544a2b9d7710aec7e0227549b5e2
(sportsengine; tech),SportsEngine startup,188132,startup,general.alert3,,,Startup,SportsEngine startup,,dgm_vcstartup_terms,79c99a2bf6b40633a4f5bcc6f702a424,dgm_vcstartup_terms__79c99a2bf6b40633a4f5bcc6f702a424
(qualia; tech),Qualia startup,188132,startup,general.alert3,,,Startup,Qualia startup,,dgm_vcstartup_terms,5732de318dc453049e23bb6dc0e33602,dgm_vcstartup_terms__5732de318dc453049e23bb6dc0e33602
(letsgetchecked; tech),LetsGetChecked startup,188132,startup,general.alert3,,,Startup,LetsGetChecked startup,,dgm_vcstartup_terms,da5dd3d07d349894f7b2a76342862449,dgm_vcstartup_terms__da5dd3d07d349894f7b2a76342862449
(infracommerce; tech),Infracommerce startup,188132,startup,general.alert3,,,Startup,Infracommerce startup,,dgm_vcstartup_terms,438949b2d7f4f3ac6e1b45df8a2b5cba,dgm_vcstartup_terms__438949b2d7f4f3ac6e1b45df8a2b5cba
(verbit; tech),Verbit startup,188132,startup,general.alert3,,,Startup,Verbit startup,,dgm_vcstartup_terms,c888efacb8e73bd9164ea8875ff6507d,dgm_vcstartup_terms__c888efacb8e73bd9164ea8875ff6507d
(become; tech),Become startup,188132,startup,general.alert3,,,Startup,Become startup,,dgm_vcstartup_terms,a8a7e488654f065a904144ff462fcb19,dgm_vcstartup_terms__a8a7e488654f065a904144ff462fcb19
(nuorder; tech),NuORDER startup,188132,startup,general.alert3,,,Startup,NuORDER startup,,dgm_vcstartup_terms,bc5e98fd945abfa43c4e5d87cd609da7,dgm_vcstartup_terms__bc5e98fd945abfa43c4e5d87cd609da7
(7signal; tech),7SIGNAL startup,188132,startup,general.alert3,,,Startup,7SIGNAL startup,,dgm_vcstartup_terms,eaa977625b9fa697f1cf717700f09c56,dgm_vcstartup_terms__eaa977625b9fa697f1cf717700f09c56
(liveintent; tech),LiveIntent startup,188132,startup,general.alert3,,,Startup,LiveIntent startup,,dgm_vcstartup_terms,10b66d2457a3111873cdde7f816aa9bb,dgm_vcstartup_terms__10b66d2457a3111873cdde7f816aa9bb
(dispatchhealth; tech),DispatchHealth startup,188132,startup,general.alert3,,,Startup,DispatchHealth startup,,dgm_vcstartup_terms,1277c43fd69eb92a8590bbc6af50cc7e,dgm_vcstartup_terms__1277c43fd69eb92a8590bbc6af50cc7e
(whip media; tech),Whip Media startup,188132,startup,general.alert3,,,Startup,Whip Media startup,,dgm_vcstartup_terms,659d5b71f10e08f59e689ff464747023,dgm_vcstartup_terms__659d5b71f10e08f59e689ff464747023
(mpb; tech),MPB startup,188132,startup,general.alert3,,,Startup,MPB startup,,dgm_vcstartup_terms,2231855fcd3080ea41c6083621cf7c74,dgm_vcstartup_terms__2231855fcd3080ea41c6083621cf7c74
(grail; tech),Grail startup,188132,startup,general.alert3,,,Startup,Grail startup,,dgm_vcstartup_terms,191b843e47a8b937427b9e8f54846eea,dgm_vcstartup_terms__191b843e47a8b937427b9e8f54846eea
(chia network; tech),Chia Network startup,188132,startup,general.alert3,,,Startup,Chia Network startup,,dgm_vcstartup_terms,e0b6b5c050c12bf4490bef79c10bfce9,dgm_vcstartup_terms__e0b6b5c050c12bf4490bef79c10bfce9
(intocare; tech),IntoCare startup,188132,startup,general.alert3,,,Startup,IntoCare startup,,dgm_vcstartup_terms,51379783b5baea756a325d40d7ea3326,dgm_vcstartup_terms__51379783b5baea756a325d40d7ea3326
(sourcegraph; tech),Sourcegraph startup,188132,startup,general.alert3,,,Startup,Sourcegraph startup,,dgm_vcstartup_terms,abf2ea5d8a882ec0c24cebf22a3c4e8d,dgm_vcstartup_terms__abf2ea5d8a882ec0c24cebf22a3c4e8d
(amount; tech),Amount startup,188132,startup,general.alert3,,,Startup,Amount startup,,dgm_vcstartup_terms,ba1a1ae6ffa8ce487a98c5efc1226482,dgm_vcstartup_terms__ba1a1ae6ffa8ce487a98c5efc1226482
(fivestars; tech),Fivestars startup,188132,startup,general.alert3,,,Startup,Fivestars startup,,dgm_vcstartup_terms,67bd72a677e63938af3901f397cedd52,dgm_vcstartup_terms__67bd72a677e63938af3901f397cedd52
(eaze; tech),Eaze startup,188132,startup,general.alert3,,,Startup,Eaze startup,,dgm_vcstartup_terms,4ca69872587ce133be81a676548749d6,dgm_vcstartup_terms__4ca69872587ce133be81a676548749d6
(immuta; tech),Immuta startup,188132,startup,general.alert3,,,Startup,Immuta startup,,dgm_vcstartup_terms,7e98f8601b6751996e4600f2f067c69e,dgm_vcstartup_terms__7e98f8601b6751996e4600f2f067c69e
(figure; tech),Figure startup,188132,startup,general.alert3,,,Startup,Figure startup,,dgm_vcstartup_terms,7c07bca84ee756c70b9bfb74907a7cb5,dgm_vcstartup_terms__7c07bca84ee756c70b9bfb74907a7cb5
(sunbit; tech),Sunbit startup,188132,startup,general.alert3,,,Startup,Sunbit startup,,dgm_vcstartup_terms,4af7b7bdd6e2441210cf75e7b0215247,dgm_vcstartup_terms__4af7b7bdd6e2441210cf75e7b0215247
(ro; tech),Ro startup,188132,startup,general.alert3,,,Startup,Ro startup,,dgm_vcstartup_terms,e54a0ee806df65aa6e508e0bede5a792,dgm_vcstartup_terms__e54a0ee806df65aa6e508e0bede5a792
(back market; tech),Back Market startup,188132,startup,general.alert3,,,Startup,Back Market startup,,dgm_vcstartup_terms,88039c12f3dba92c48ccc4522aca02a8,dgm_vcstartup_terms__88039c12f3dba92c48ccc4522aca02a8
(atonarp; tech),Atonarp startup,188132,startup,general.alert3,,,Startup,Atonarp startup,,dgm_vcstartup_terms,d8873a8f3454b58bb53eb62dfec888d9,dgm_vcstartup_terms__d8873a8f3454b58bb53eb62dfec888d9
(athena; tech),Athena startup,188132,startup,general.alert3,,,Startup,Athena startup,,dgm_vcstartup_terms,78481e46cbfa49725563e5af894dc993,dgm_vcstartup_terms__78481e46cbfa49725563e5af894dc993
(sentry; tech),Sentry startup,188132,startup,general.alert3,,,Startup,Sentry startup,,dgm_vcstartup_terms,d30a52bd32373512352ad2c5d3147c30,dgm_vcstartup_terms__d30a52bd32373512352ad2c5d3147c30
(inari; tech),Inari startup,188132,startup,general.alert3,,,Startup,Inari startup,,dgm_vcstartup_terms,b635d76ec065f7324c1b9cdedcc0359c,dgm_vcstartup_terms__b635d76ec065f7324c1b9cdedcc0359c
(cedar; tech),Cedar startup,188132,startup,general.alert3,,,Startup,Cedar startup,,dgm_vcstartup_terms,80f1a94152f89d354561500b6ad1c838,dgm_vcstartup_terms__80f1a94152f89d354561500b6ad1c838
(holidu; tech),Holidu startup,188132,startup,general.alert3,,,Startup,Holidu startup,,dgm_vcstartup_terms,c7aaf000a8d1cd027cd4d52fae50df16,dgm_vcstartup_terms__c7aaf000a8d1cd027cd4d52fae50df16
(personio; tech),Personio startup,188132,startup,general.alert3,,,Startup,Personio startup,,dgm_vcstartup_terms,9233818f650f2e707d8d06d38e6d5f8f,dgm_vcstartup_terms__9233818f650f2e707d8d06d38e6d5f8f
(wepay; tech),WePay startup,188132,startup,general.alert3,,,Startup,WePay startup,,dgm_vcstartup_terms,4a57a0f476561269135e3122a1c4bcc4,dgm_vcstartup_terms__4a57a0f476561269135e3122a1c4bcc4
(pingpong; tech),PingPong startup,188132,startup,general.alert3,,,Startup,PingPong startup,,dgm_vcstartup_terms,7b00ae8a7f9123e32802d88cbc17041d,dgm_vcstartup_terms__7b00ae8a7f9123e32802d88cbc17041d
(travelperk; tech),TravelPerk startup,188132,startup,general.alert3,,,Startup,TravelPerk startup,,dgm_vcstartup_terms,01a9b172e92457491e81f799a516d766,dgm_vcstartup_terms__01a9b172e92457491e81f799a516d766
(jobster; tech),Jobster startup,188132,startup,general.alert3,,,Startup,Jobster startup,,dgm_vcstartup_terms,2a71ce253f03799472f03351119b4fbb,dgm_vcstartup_terms__2a71ce253f03799472f03351119b4fbb
(divvy; tech),Divvy startup,188132,startup,general.alert3,,,Startup,Divvy startup,,dgm_vcstartup_terms,1f25ba880efe3f379ae0567e17f4a177,dgm_vcstartup_terms__1f25ba880efe3f379ae0567e17f4a177
(shift technology; tech),Shift Technology startup,188132,startup,general.alert3,,,Startup,Shift Technology startup,,dgm_vcstartup_terms,a1e110d95f79206bb861725fcadef286,dgm_vcstartup_terms__a1e110d95f79206bb861725fcadef286
(grubmarket; tech),GrubMarket startup,188132,startup,general.alert3,,,Startup,GrubMarket startup,,dgm_vcstartup_terms,bc71a1b6844dedef28fd739e408fa489,dgm_vcstartup_terms__bc71a1b6844dedef28fd739e408fa489
(workboard; tech),Workboard startup,188132,startup,general.alert3,,,Startup,Workboard startup,,dgm_vcstartup_terms,967b313f349ed44cca2ec48740f16e41,dgm_vcstartup_terms__967b313f349ed44cca2ec48740f16e41
(honeybook; tech),HoneyBook startup,188132,startup,general.alert3,,,Startup,HoneyBook startup,,dgm_vcstartup_terms,e8e5bc5ffb2c4d07db1f5ad955b0b595,dgm_vcstartup_terms__e8e5bc5ffb2c4d07db1f5ad955b0b595
(flashpoint; tech),Flashpoint startup,188132,startup,general.alert3,,,Startup,Flashpoint startup,,dgm_vcstartup_terms,58362c382d907da4f693b63cc4bc0954,dgm_vcstartup_terms__58362c382d907da4f693b63cc4bc0954
(mirakl; tech),Mirakl startup,188132,startup,general.alert3,,,Startup,Mirakl startup,,dgm_vcstartup_terms,318d164715888afbf4f5f7f5cd56cd13,dgm_vcstartup_terms__318d164715888afbf4f5f7f5cd56cd13
(vast data; tech),VAST Data startup,188132,startup,general.alert3,,,Startup,VAST Data startup,,dgm_vcstartup_terms,7d51615b70e5877e3c9a2dbcb3405eca,dgm_vcstartup_terms__7d51615b70e5877e3c9a2dbcb3405eca
(6sense; tech),6sense startup,188132,startup,general.alert3,,,Startup,6sense startup,,dgm_vcstartup_terms,07b2eff43bc3369fb0d67f8a51550912,dgm_vcstartup_terms__07b2eff43bc3369fb0d67f8a51550912
(contrast security; tech),Contrast Security startup,188132,startup,general.alert3,,,Startup,Contrast Security startup,,dgm_vcstartup_terms,31a6ea6f56af723b6a9e6f42de1bfe6c,dgm_vcstartup_terms__31a6ea6f56af723b6a9e6f42de1bfe6c
(safetyculture; tech),SafetyCulture startup,188132,startup,general.alert3,,,Startup,SafetyCulture startup,,dgm_vcstartup_terms,63e678b3147e5c30c779596ffc183e04,dgm_vcstartup_terms__63e678b3147e5c30c779596ffc183e04
(mux; tech),Mux startup,188132,startup,general.alert3,,,Startup,Mux startup,,dgm_vcstartup_terms,669a2e546141341d8c0aa45410ef4ac6,dgm_vcstartup_terms__669a2e546141341d8c0aa45410ef4ac6
(kry; tech),Kry startup,188132,startup,general.alert3,,,Startup,Kry startup,,dgm_vcstartup_terms,bbecdd08d4c433fb894c4cb9e00a5614,dgm_vcstartup_terms__bbecdd08d4c433fb894c4cb9e00a5614
(elasticrun; tech),ElasticRun startup,188132,startup,general.alert3,,,Startup,ElasticRun startup,,dgm_vcstartup_terms,0fc3162625fc5b6a7f9c45b1bac90394,dgm_vcstartup_terms__0fc3162625fc5b6a7f9c45b1bac90394
(capsule; tech),Capsule startup,188132,startup,general.alert3,,,Startup,Capsule startup,,dgm_vcstartup_terms,597a17b95c5aa17100fa8e8f88b0d1dc,dgm_vcstartup_terms__597a17b95c5aa17100fa8e8f88b0d1dc
(guesty; tech),Guesty startup,188132,startup,general.alert3,,,Startup,Guesty startup,,dgm_vcstartup_terms,cd3412e806aaa7a27871a190b7e16970,dgm_vcstartup_terms__cd3412e806aaa7a27871a190b7e16970
(current; tech),Current startup,188132,startup,general.alert3,,,Startup,Current startup,,dgm_vcstartup_terms,86820b085564e1b3bfd45afa2cbfb792,dgm_vcstartup_terms__86820b085564e1b3bfd45afa2cbfb792
(jazzhr; tech),JazzHR startup,188132,startup,general.alert3,,,Startup,JazzHR startup,,dgm_vcstartup_terms,fbf342c00bf34a7b1a526bed4bf223f6,dgm_vcstartup_terms__fbf342c00bf34a7b1a526bed4bf223f6
(dashlane; tech),Dashlane startup,188132,startup,general.alert3,,,Startup,Dashlane startup,,dgm_vcstartup_terms,1eb9ab74367ba06a5d3f21e5d0e50b69,dgm_vcstartup_terms__1eb9ab74367ba06a5d3f21e5d0e50b69
(greenlight; tech),Greenlight startup,188132,startup,general.alert3,,,Startup,Greenlight startup,,dgm_vcstartup_terms,dba0d4e360ba8680148e9fa4049c2898,dgm_vcstartup_terms__dba0d4e360ba8680148e9fa4049c2898
(lead school; tech),LEAD School startup,188132,startup,general.alert3,,,Startup,LEAD School startup,,dgm_vcstartup_terms,5291e6e527e58d3e722cfd2349f8df0e,dgm_vcstartup_terms__5291e6e527e58d3e722cfd2349f8df0e
(dealshare; tech),DealShare startup,188132,startup,general.alert3,,,Startup,DealShare startup,,dgm_vcstartup_terms,1e3600cc8491031d3202a29f238eb46f,dgm_vcstartup_terms__1e3600cc8491031d3202a29f238eb46f
(uniphore; tech),Uniphore startup,188132,startup,general.alert3,,,Startup,Uniphore startup,,dgm_vcstartup_terms,44598d255470cce7f00eadc9fc313d76,dgm_vcstartup_terms__44598d255470cce7f00eadc9fc313d76
