keyword,caption_name,priority,topic_id,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(online; ordinance; meeting),Virtual ordinance meeting,2,188120,general.alert5,Person,Virtual ordinance meeting,,burbio_events,eaafc80f109ef46782e86c4fde0785d8,burbio_events__eaafc80f109ef46782e86c4fde0785d8
(online; ordinance; committee),Virtual ordinance committee meeting,1,188120,general.alert5,Media,Virtual ordinance committee meeting,,burbio_events,7c29ea8deb0bd1bbaa6f453762dbf965,burbio_events__7c29ea8deb0bd1bbaa6f453762dbf965
(online; ordinance; commission),Virtual ordinance commission meeting,1,188120,general.alert5,News,Virtual ordinance commission meeting,,burbio_events,68da68b21a38ebcd8b5336460d146b6a,burbio_events__68da68b21a38ebcd8b5336460d146b6a
(online; ordinance; authority),Virtual ordinance authority meeting,1,188120,general.alert5,ForeignMinister,Virtual ordinance authority meeting,,burbio_events,649c287b1687d02e68d6d5cf16c9a1f6,burbio_events__649c287b1687d02e68d6d5cf16c9a1f6
(online; ordinance; forum),Virtual ordinance forum,1,188120,general.alert5,Consulates,Virtual ordinance forum,,burbio_events,f87cee46d10ee057ed81a4ecbbb9a033,burbio_events__f87cee46d10ee057ed81a4ecbbb9a033
(online; conservation; board),Virtual conservation board meeting,1,188120,general.alert5,Diplomat,Virtual conservation board meeting,,burbio_events,789e6bbf1ed3e0ef4b10728e4b053beb,burbio_events__789e6bbf1ed3e0ef4b10728e4b053beb
(online; conservation; meeting),Virtual conservation meeting,2,188120,general.alert5,CompanyKeyword,Virtual conservation meeting,,burbio_events,72d52da35cfb431ae8d97e2c845e8f04,burbio_events__72d52da35cfb431ae8d97e2c845e8f04
(online; conservation; committee),Virtual conservation committee meeting,1,188120,general.alert5,Pipeline,Virtual conservation committee meeting,,burbio_events,f8d1d2a4aa224e87d61c94dc15e51145,burbio_events__f8d1d2a4aa224e87d61c94dc15e51145
(online; conservation; commission),Virtual conservation commission meeting,1,188120,general.alert5,ForeignMinistry,Virtual conservation commission meeting,,burbio_events,d408dfaeca507074d0a97aa309692ca8,burbio_events__d408dfaeca507074d0a97aa309692ca8
(online; conservation; authority),Virtual conservation authority meeting,1,188120,general.alert5,space,Virtual conservation authority meeting,,burbio_events,b10a9ede9ff706339f25d5a47b8da065,burbio_events__b10a9ede9ff706339f25d5a47b8da065
(online; conservation; forum),Virtual conservation forum,1,188120,general.alert5,Keyphrase,Virtual conservation forum,,burbio_events,56f3315e225300551fcc9ca8c0239e8a,burbio_events__56f3315e225300551fcc9ca8c0239e8a
(online; sustainability; board),Virtual sustainability board meeting,1,188120,general.alert5,FTO,Virtual sustainability board meeting,,burbio_events,bd40747ccb73864317789be6a0c38bbf,burbio_events__bd40747ccb73864317789be6a0c38bbf
(online; sustainability; meeting),Virtual sustainability meeting,2,188120,general.alert5,News,Virtual sustainability meeting,,burbio_events,384f980f22fad095269469bf7c368768,burbio_events__384f980f22fad095269469bf7c368768
(online; sustainability; committee),Virtual sustainability committee meeting,1,188120,general.alert5,Media,Virtual sustainability committee meeting,,burbio_events,4b710033a3fb6249f6ae845776211f8c,burbio_events__4b710033a3fb6249f6ae845776211f8c
(online; sustainability; commission),Virtual sustainability commission meeting,1,188120,general.alert5,Pipeline,Virtual sustainability commission meeting,,burbio_events,40ffcf35d640a1ada131b7148d36ff0c,burbio_events__40ffcf35d640a1ada131b7148d36ff0c
(online; sustainability; authority),Virtual sustainability authority meeting,1,188120,general.alert5,AAEntity,Virtual sustainability authority meeting,,burbio_events,e61a29ac980b38cf3549802532083fa1,burbio_events__e61a29ac980b38cf3549802532083fa1
(online; sustainability; forum),Virtual sustainability forum,1,188120,general.alert5,AAEntity,Virtual sustainability forum,,burbio_events,0b17477304c8fd0f87fed354f2f90652,burbio_events__0b17477304c8fd0f87fed354f2f90652
(online; plan; board),Virtual plan board meeting,1,188120,general.alert5,Exec,Virtual plan board meeting,,burbio_events,24631e7d1eb1681b85cee7db8667e8d3,burbio_events__24631e7d1eb1681b85cee7db8667e8d3
(online; plan; meeting),Virtual plan meeting,2,188120,general.alert5,Wells,Virtual plan meeting,,burbio_events,d3b0e3d19faeb3d23c61acb3da35925f,burbio_events__d3b0e3d19faeb3d23c61acb3da35925f
(online; plan; committee),Virtual plan committee meeting,1,188120,general.alert5,ForeignMinister,Virtual plan committee meeting,,burbio_events,2a7b69fe379125d8812049aa8a9b8b4f,burbio_events__2a7b69fe379125d8812049aa8a9b8b4f
(online; plan; commission),Virtual plan commission meeting,1,188120,general.alert5,space,Virtual plan commission meeting,,burbio_events,a063883754d684a0f3621f8ee5f16fde,burbio_events__a063883754d684a0f3621f8ee5f16fde
(online; plan; authority),Virtual plan authority meeting,1,188120,general.alert5,News,Virtual plan authority meeting,,burbio_events,c6730788e12fc8d1b89af532ad9c1090,burbio_events__c6730788e12fc8d1b89af532ad9c1090
(online; plan; forum),Virtual plan forum,1,188120,general.alert5,LegislativeCommittee,Virtual plan forum,,burbio_events,2d6cfcff46674fb6e0ee1baf24d40bbe,burbio_events__2d6cfcff46674fb6e0ee1baf24d40bbe
(online; lmark; board),Virtual landmark board meeting,1,188120,general.alert5,LegislativeCommittee,Virtual landmark board meeting,,burbio_events,d92874854a10c2b33764a7307cbb5a83,burbio_events__d92874854a10c2b33764a7307cbb5a83
(online; lmark; meeting),Virtual landmark meeting,2,188120,general.alert5,Exec,Virtual landmark meeting,,burbio_events,cfaaf0ee3dd58e6d08f96f9b00621721,burbio_events__cfaaf0ee3dd58e6d08f96f9b00621721
(online; lmark; committee),Virtual landmark committee meeting,1,188120,general.alert5,space,Virtual landmark committee meeting,,burbio_events,6b95424d4748db5a81f370044d7ff8c5,burbio_events__6b95424d4748db5a81f370044d7ff8c5
(online; lmark; commission),Virtual landmark commission meeting,1,188120,general.alert5,Legislator,Virtual landmark commission meeting,,burbio_events,bd7e6b15be0994ec152c4bab8ee24f52,burbio_events__bd7e6b15be0994ec152c4bab8ee24f52
(online; lmark; authority),Virtual landmark authority meeting,1,188120,general.alert5,Legislator,Virtual landmark authority meeting,,burbio_events,eb12350c09395af3bf80bf60ed654d1e,burbio_events__eb12350c09395af3bf80bf60ed654d1e
(online; lmark; forum),Virtual landmark forum,1,188120,general.alert5,Pipeline,Virtual landmark forum,,burbio_events,665541b292b525b10c2ef8312aa4626b,burbio_events__665541b292b525b10c2ef8312aa4626b
(online; tree; board),Virtual tree board meeting,1,188120,general.alert5,Pipeline,Virtual tree board meeting,,burbio_events,1fa5ed62600546c77915ce7bc2169bfe,burbio_events__1fa5ed62600546c77915ce7bc2169bfe
(online; tree; meeting),Virtual tree meeting,2,188120,general.alert5,Keyphrase,Virtual tree meeting,,burbio_events,ce5c841bfb8cba47cd6a434fa4891968,burbio_events__ce5c841bfb8cba47cd6a434fa4891968
(online; tree; committee),Virtual tree committee meeting,1,188120,general.alert5,Keyphrase,Virtual tree committee meeting,,burbio_events,3c6d63f48d86e809dd9a3b4f79fe1bfe,burbio_events__3c6d63f48d86e809dd9a3b4f79fe1bfe
(online; tree; commission),Virtual tree commission meeting,1,188120,general.alert5,space,Virtual tree commission meeting,,burbio_events,e749acd3e86c753217fcb02f189525f1,burbio_events__e749acd3e86c753217fcb02f189525f1
(online; tree; authority),Virtual tree authority meeting,1,188120,general.alert5,Exec,Virtual tree authority meeting,,burbio_events,6dff49ce1f18dd04a9664887ac4daa9e,burbio_events__6dff49ce1f18dd04a9664887ac4daa9e
(online; tree; forum),Virtual tree forum,1,188120,general.alert5,ForeignMinistry,Virtual tree forum,,burbio_events,48991aa724b0aa2bd441dc65a4999f4b,burbio_events__48991aa724b0aa2bd441dc65a4999f4b
(online; cemetery; board),Virtual cemetery board meeting,1,188120,general.alert5,Media,Virtual cemetery board meeting,,burbio_events,e1fa172b30774c041020c0d584cbf76a,burbio_events__e1fa172b30774c041020c0d584cbf76a
(online; cemetery; meeting),Virtual cemetery meeting,2,188120,general.alert5,Refinery,Virtual cemetery meeting,,burbio_events,0ab6f0614f90d21cc2e0b73e9a5dbb58,burbio_events__0ab6f0614f90d21cc2e0b73e9a5dbb58
(online; cemetery; committee),Virtual cemetery committee meeting,1,188120,general.alert5,FTO,Virtual cemetery committee meeting,,burbio_events,22b01eb4c98a21c157fd48625575471e,burbio_events__22b01eb4c98a21c157fd48625575471e
(online; cemetery; commission),Virtual cemetery commission meeting,1,188120,general.alert5,Media,Virtual cemetery commission meeting,,burbio_events,4ecc9cb740dfd3871d8c1be263a81a3e,burbio_events__4ecc9cb740dfd3871d8c1be263a81a3e
(online; cemetery; authority),Virtual cemetery authority meeting,1,188120,general.alert5,Wells,Virtual cemetery authority meeting,,burbio_events,70e7f87e80d5f78eca0f9bd0592c0323,burbio_events__70e7f87e80d5f78eca0f9bd0592c0323
(online; cemetery; forum),Virtual cemetery forum,1,188120,general.alert5,Exec,Virtual cemetery forum,,burbio_events,a5b3b792416bb4b31cccadd08bb71f30,burbio_events__a5b3b792416bb4b31cccadd08bb71f30
(online; accessibility; board),Virtual accessibility board meeting,1,188120,general.alert5,Person,Virtual accessibility board meeting,,burbio_events,e932b82a1deb75eef15e29a779c4c499,burbio_events__e932b82a1deb75eef15e29a779c4c499
(online; accessibility; meeting),Virtual accessibility meeting,2,188120,general.alert5,AAEntity,Virtual accessibility meeting,,burbio_events,9ebea1e4e2eb86ae46c341985515fd39,burbio_events__9ebea1e4e2eb86ae46c341985515fd39
(online; accessibility; committee),Virtual accessibility committee meeting,1,188120,general.alert5,FTO,Virtual accessibility committee meeting,,burbio_events,8466f20f71fe34a00058d05056bc7296,burbio_events__8466f20f71fe34a00058d05056bc7296
(online; accessibility; commission),Virtual accessibility commission meeting,1,188120,general.alert5,LegislativeCommittee,Virtual accessibility commission meeting,,burbio_events,e206170dd3f0ec057d387e4da6afc02b,burbio_events__e206170dd3f0ec057d387e4da6afc02b
(online; accessibility; authority),Virtual accessibility authority meeting,1,188120,general.alert5,Pipeline,Virtual accessibility authority meeting,,burbio_events,5cd95f3d887817bf833589d574b7d9ed,burbio_events__5cd95f3d887817bf833589d574b7d9ed
(online; accessibility; forum),Virtual accessibility forum,1,188120,general.alert5,Refinery,Virtual accessibility forum,,burbio_events,e23c7ca8cf9031d86d2c94f40a8a153f,burbio_events__e23c7ca8cf9031d86d2c94f40a8a153f
(online; sanitary; board),Virtual sanitary board meeting,1,188120,general.alert5,Consulates,Virtual sanitary board meeting,,burbio_events,9fbb8cbb21a9668015ff9d689216b18f,burbio_events__9fbb8cbb21a9668015ff9d689216b18f
(online; sanitary; committee),Virtual sanitary committee meeting,1,188120,general.alert5,Person,Virtual sanitary committee meeting,,burbio_events,fbe5c412a59b7bda87d705ea0b27aeda,burbio_events__fbe5c412a59b7bda87d705ea0b27aeda
(online; sanitary; commission),Virtual sanitary commission meeting,1,188120,general.alert5,Organization,Virtual sanitary commission meeting,,burbio_events,3dce2189362c0baa335a35c8d94baf39,burbio_events__3dce2189362c0baa335a35c8d94baf39
(online; sanitary; authority),Virtual sanitary authority meeting,1,188120,general.alert5,ForeignMinister,Virtual sanitary authority meeting,,burbio_events,426e5a7c1e350ce6efe386c9aa6c3eb8,burbio_events__426e5a7c1e350ce6efe386c9aa6c3eb8
(online; water; board),Virtual water board meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual water board meeting,,burbio_events,dea48a5e525134a8508b384d43600b61,burbio_events__dea48a5e525134a8508b384d43600b61
(online; water; committee),Virtual water committee meeting,1,188120,general.alert5,Pipeline,Virtual water committee meeting,,burbio_events,e81d7dff67afcc5b38c6b1f8165f2563,burbio_events__e81d7dff67afcc5b38c6b1f8165f2563
(online; water; commission),Virtual water commission meeting,1,188120,general.alert5,Pipeline,Virtual water commission meeting,,burbio_events,d8891dfe25d2d6366a0e0a5b3ea38302,burbio_events__d8891dfe25d2d6366a0e0a5b3ea38302
(online; water; authority),Virtual water authority meeting,1,188120,general.alert5,Exec,Virtual water authority meeting,,burbio_events,5ac150ff7dd1b19f64e7b45c96efed9e,burbio_events__5ac150ff7dd1b19f64e7b45c96efed9e
(online; utilities; board),Virtual utilities board meeting,1,188120,general.alert5,ForeignMinistry,Virtual utilities board meeting,,burbio_events,d021d377c9cdec9a63d118ea11bcb375,burbio_events__d021d377c9cdec9a63d118ea11bcb375
(online; utilities; meeting),Virtual utilities meeting,2,188120,general.alert5,Shipping,Virtual utilities meeting,,burbio_events,19d7bc89ec3fa85fb0c756ebdbb8b1c6,burbio_events__19d7bc89ec3fa85fb0c756ebdbb8b1c6
(online; utilities; committee),Virtual utilities committee meeting,1,188120,general.alert5,Person,Virtual utilities committee meeting,,burbio_events,5b602dd487553535f6df175f52c67feb,burbio_events__5b602dd487553535f6df175f52c67feb
(online; utilities; commission),Virtual utilities commission meeting,1,188120,general.alert5,AAEntity,Virtual utilities commission meeting,,burbio_events,a3f60caf01d5b2be13b424bea8435e48,burbio_events__a3f60caf01d5b2be13b424bea8435e48
(online; utilities; authority),Virtual utilities authority meeting,1,188120,general.alert5,Organization,Virtual utilities authority meeting,,burbio_events,5f588544d8232f220493f2e252151904,burbio_events__5f588544d8232f220493f2e252151904
(online; utilities; forum),Virtual utilities forum,1,188120,general.alert5,DiplomaticFacilities,Virtual utilities forum,,burbio_events,12630691b09fe389b0bb0dfda523da0a,burbio_events__12630691b09fe389b0bb0dfda523da0a
(online; oil; board),Virtual oil board meeting,1,188120,general.alert5,ForeignMinister,Virtual oil board meeting,,burbio_events,b5c26863755496d7d001fdf24d3cc479,burbio_events__b5c26863755496d7d001fdf24d3cc479
(online; oil; meeting),Virtual oil meeting,2,188120,general.alert5,ForeignMinister,Virtual oil meeting,,burbio_events,75e26e84762cb1d686027b64c53c4974,burbio_events__75e26e84762cb1d686027b64c53c4974
(online; oil; committee),Virtual oil committee meeting,1,188120,general.alert5,Pipeline,Virtual oil committee meeting,,burbio_events,5943c51f27583e0ff09d514a15166722,burbio_events__5943c51f27583e0ff09d514a15166722
(online; oil; commission),Virtual oil commission meeting,1,188120,general.alert5,Media,Virtual oil commission meeting,,burbio_events,2f1784610be64ea6f14dd8dcd5fc02e3,burbio_events__2f1784610be64ea6f14dd8dcd5fc02e3
(online; oil; authority),Virtual oil authority meeting,1,188120,general.alert5,Media,Virtual oil authority meeting,,burbio_events,20ab4b0ac810f7a95fdd987c09ac9489,burbio_events__20ab4b0ac810f7a95fdd987c09ac9489
(online; oil; forum),Virtual oil forum,1,188120,general.alert5,Media,Virtual oil forum,,burbio_events,514f2823ba52c6b45ea6abc13a373241,burbio_events__514f2823ba52c6b45ea6abc13a373241
(online; gas; board),Virtual gas board meeting,1,188120,general.alert5,AAEntity,Virtual gas board meeting,,burbio_events,424889ffc025cdb3cede2a7ea15ecfa8,burbio_events__424889ffc025cdb3cede2a7ea15ecfa8
(online; gas; meeting),Virtual gas meeting,2,188120,general.alert5,Media,Virtual gas meeting,,burbio_events,d5bb1212d1bee5adf3b91f647273cf36,burbio_events__d5bb1212d1bee5adf3b91f647273cf36
(online; gas; committee),Virtual gas committee meeting,1,188120,general.alert5,Person,Virtual gas committee meeting,,burbio_events,54792cd49b97906632b80d8f03c6708b,burbio_events__54792cd49b97906632b80d8f03c6708b
(online; gas; commission),Virtual gas commission meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual gas commission meeting,,burbio_events,fe4d4176280462d2470b6cabc4ad442e,burbio_events__fe4d4176280462d2470b6cabc4ad442e
