company,guid,company_caption,tier,location,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
publix super markets,ef572276271eebfd7d582afa54444d67,Publix Super Markets,Tier 2,"Lakeland, FL, USA",28.0394654,-81.9498042,Media,Publix Super Markets,,us_sec_company,f83b666f11ec7b56428e0937405a955d,us_sec_company__f83b666f11ec7b56428e0937405a955d
pulmatrix,2ab0c358b587c7796b37a80320823b42,Pulmatrix,Other,"Lexington, MA, USA",42.4473497,-71.2271531,DiplomaticFacilities,Pulmatrix,,us_sec_company,5fb96d30a908e7d605f13f75b00b8bc0,us_sec_company__5fb96d30a908e7d605f13f75b00b8bc0
pulse biosciences,f687d597275aa1d9b09b7e25e7523048,Pulse Biosciences,Other,"Hayward, CA, USA",37.6687665,-122.0809964,Refinery,Pulse Biosciences,,us_sec_company,cc6f1e58e1bb9f9e3fe7286c559a359c,us_sec_company__cc6f1e58e1bb9f9e3fe7286c559a359c
pultegroup,d44da9666d2ddebb4d97b48925e7147b,PulteGroup,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,Legislator,PulteGroup,,us_sec_company,cf1e21369b4c78242ba3888f0b6c4a5b,us_sec_company__cf1e21369b4c78242ba3888f0b6c4a5b
puma biotechnology,8c72051eaacdf6e756a87bca8bea1cd5,Puma Biotechnology,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,Person,Puma Biotechnology,,us_sec_company,352afd670f1752baa6ec262482773ecf,us_sec_company__352afd670f1752baa6ec262482773ecf
pure cycle corp,b8ecb11cf037e279cb21a21bfb543e97,Pure Cycle,Other,"Watkins, CO, USA",39.7435442,-104.6080353,Shipping,Pure Cycle,,us_sec_company,a89c3eb655bd0e4cc88b40c0c03d48b2,us_sec_company__a89c3eb655bd0e4cc88b40c0c03d48b2
pure storage,44c911b146a0e2e0b3dba1bc7ebbde30,Pure Storage,Other,"Mountain View, CA, USA",37.3860517,-122.0838511,space,Pure Storage,,us_sec_company,d732dfc64e753a2b8f55e36ecf82e5fa,us_sec_company__d732dfc64e753a2b8f55e36ecf82e5fa
purple innovation,646b5dd3931a6cf7d0c336f5694e16cb,Purple Innovation,Other,"Alpine, UT, USA",40.4532833,-111.7779865,Legislator,Purple Innovation,,us_sec_company,d547156e1660b51cd8a2eb3ee3e96aee,us_sec_company__d547156e1660b51cd8a2eb3ee3e96aee
putnam premierome trust,8ba180ac3743a561ce4ce2ce0cf0e18d,Putnam Premier Income Trust,Other,"Boston, MA, USA",42.3600825,-71.0588801,News,Putnam Premier Income Trust,,us_sec_company,52aa60c791d0aa129444c193c5ec6246,us_sec_company__52aa60c791d0aa129444c193c5ec6246
puxin,3656339f13c90f25de4405c1d2589b7d,Puxin Limited,Other,"Beijing, China",39.9041999,116.4073963,Refinery,Puxin Limited,,us_sec_company,24d27e235a4d4848c728148253355fb0,us_sec_company__24d27e235a4d4848c728148253355fb0
pvh,02ad85b36968c97d9ffde16311354801,PVH,Other,"New York, NY, USA",40.7127753,-74.0059728,ForeignMinistry,PVH,,us_sec_company,61f09d530127acff1cad69724c883fcd,us_sec_company__61f09d530127acff1cad69724c883fcd
pyxis tankers,9b55e1db4e58b25e9e05c33bc5f97f1e,Pyxis Tankers,Other,"Maroussi, Greece",38.0549562,23.807655,Diplomat,Pyxis Tankers,,us_sec_company,3e2a379efae787512acd691d8b864f1d,us_sec_company__3e2a379efae787512acd691d8b864f1d
pzena investment management,dec895bb0cca7487af7331c556522a05,"Pzena Investment Management, Inc",Other,"New York, NY, USA",40.7127753,-74.0059728,AAEntity,"Pzena Investment Management, Inc",,us_sec_company,ea8a62505bd531d3b676853f53284876,us_sec_company__ea8a62505bd531d3b676853f53284876
q2 holdings,6e74d5cbff88cd4db4152258e08141a6,Q2 Holdings,Other,"Austin, TX, USA",30.267153,-97.7430608,Shipping,Q2 Holdings,,us_sec_company,d688788998bd5eb5b936e6bb8ac94c57,us_sec_company__d688788998bd5eb5b936e6bb8ac94c57
qad,a3fbafb05ea29eed83593257041ed46d,QAD,Other,"Santa Barbara, CA, USA",34.4208305,-119.6981901,LegislativeCommittee,QAD,,us_sec_company,006b645d2af6eb4210bc8dc357cb8d97,us_sec_company__006b645d2af6eb4210bc8dc357cb8d97
qbe insurance group,d750b9095fa3da2801aa31bc0a30f79c,QBE Insurance,Tier 2,"Sydney, New South Wales, Australia",-33.8688197,151.2092955,Pipeline,QBE Insurance,,us_sec_company,2a4a521b9584936f553de68c430b73eb,us_sec_company__2a4a521b9584936f553de68c430b73eb
qcr holdings,51982ad526b1de8b3ba94e8fb16349f9,QCR Holdings,Other,"Moline, IL, USA",41.5067003,-90.5151342,LegislativeCommittee,QCR Holdings,,us_sec_company,3f368139d88b4d17fac69999055b09ea,us_sec_company__3f368139d88b4d17fac69999055b09ea
qep resources,cd58213b985b85d14d9f37e1d33ddfbd,QEP Resources,Other,"Denver, CO, USA",39.7392358,-104.990251,Wells,QEP Resources,,us_sec_company,31f3c1ddc8e823e168920fd8833bcef7,us_sec_company__31f3c1ddc8e823e168920fd8833bcef7
qiagen nv,a4af491a518d1dcc58e1530cf157ae59,QIAGEN N.V.,Other,"Venlo, Limburg, Netherlands",51.3703748,6.1724031,Keyphrase,QIAGEN N.V.,,us_sec_company,634b94b2a555c2de7cd32ddddc565440,us_sec_company__634b94b2a555c2de7cd32ddddc565440
qiwi,092c8a75f1c3b8eaf08d83e40eedf8d9,Qiwi plc,Other,"Nicosia, Cyprus",35.1855659,33.3822764,Shipping,Qiwi plc,,us_sec_company,ed149ad195a495eee066051f11e6e65a,us_sec_company__ed149ad195a495eee066051f11e6e65a
qorvo,0a818c7d7194d2b5b0ec921063aa0d14,Qorvo,Other,"Greensboro, NC, USA",36.0726354,-79.7919754,Organization,Qorvo,,us_sec_company,32909145b0d073b31a0ab04949d9ce1e,us_sec_company__32909145b0d073b31a0ab04949d9ce1e
qts realty trust,16e8f1a5b3c09ee68fc77206aea542a8,QTS Realty Trust,Other,"Overland Park, KS, USA",38.9822282,-94.6707917,Wells,QTS Realty Trust,,us_sec_company,45d7cce260f775e3e925ba004490a189,us_sec_company__45d7cce260f775e3e925ba004490a189
quad/graphics,7704f6cf79a7002b1f3466b5e6d5eb37,Quad/Graphics,Other,"Sussex, WI, USA",43.1338972,-88.2220372,Wells,Quad/Graphics,,us_sec_company,4a63e538a9cf6c3c8729bea5179f7c71,us_sec_company__4a63e538a9cf6c3c8729bea5179f7c71
quaker chemical corp,b3827c7733de7f7a888370eeafcbf7e3,Quaker Chemical,Other,"Conshohocken, PA, USA",40.0792766,-75.3015714,Pipeline,Quaker Chemical,,us_sec_company,ee52a9deaa68bd620da23b96a10f5d16,us_sec_company__ee52a9deaa68bd620da23b96a10f5d16
qualcomm,62969ad3287e3fcc256ba2e8176ba00d,Qualcomm,Tier 2,"San Diego, CA, USA",32.715738,-117.1610838,Organization,Qualcomm,,us_sec_company,1eebc6e3df118d47c29ac4b7b498e590,us_sec_company__1eebc6e3df118d47c29ac4b7b498e590
qualys,898db53d345072fb9c0ad2f6d1a2a541,Qualys,Other,"Foster City, CA, USA",37.5585465,-122.2710788,Exec,Qualys,,us_sec_company,5f5e74c27de43fd36455fa4594d2236a,us_sec_company__5f5e74c27de43fd36455fa4594d2236a
quanex building products corp,8f728b4919bfe33d542bd373fec34331,Quanex Building Products,Other,"Houston, TX, USA",29.7604267,-95.3698028,CompanyKeyword,Quanex Building Products,,us_sec_company,fef8cd4bdae4cebbbeb8b20595c8aa68,us_sec_company__fef8cd4bdae4cebbbeb8b20595c8aa68
quanta services,6155ec35e78da3dc1940cbd47865e1d8,Quanta Services,Other,"Houston, TX, USA",29.7604267,-95.3698028,Refinery,Quanta Services,,us_sec_company,71930bb19cf5e11559290d4f00ab7494,us_sec_company__71930bb19cf5e11559290d4f00ab7494
quanterix corp,cadabc2208a3c414652d6d0c72782057,Quanterix,Other,"Billerica, MA, USA",42.5584218,-71.2689461,Refinery,Quanterix,,us_sec_company,4d8f9f346094cf62f0df772e3a04734e,us_sec_company__4d8f9f346094cf62f0df772e3a04734e
quantum corp,65793fb8ec1f11f8b9186b516e4c286a,Quantum,Other,"San Jose, CA, USA",37.3382082,-121.8863286,Keyphrase,Quantum,,us_sec_company,998c8a4a6a5a110e1afec43fee8c5dba,us_sec_company__998c8a4a6a5a110e1afec43fee8c5dba
qudian,9d03564eac33f43cb5b61a2a73a08473,Qudian,Other,"Beijing, China",39.9041999,116.4073963,Consulates,Qudian,,us_sec_company,57f965f9b1d8686a614b6e2d3646bfa9,us_sec_company__57f965f9b1d8686a614b6e2d3646bfa9
quest diagnostics,f12132b960be26dc6aaa1c29540999ee,Quest Diagnostics,Tier 2,"Secaucus, NJ, USA",40.7895453,-74.0565298,Person,Quest Diagnostics,,us_sec_company,956e1dd307c12e495037e593cb4b3f9a,us_sec_company__956e1dd307c12e495037e593cb4b3f9a
quest resource holding corp,ecfe41566c1c373c39c5b1f9e9baeaf3,Quest Resource Holding,Other,"The Colony, TX, USA",33.0806083,-96.8928309,Keyphrase,Quest Resource Holding,,us_sec_company,c14f6b72f3a16d95c4b789750a0896c7,us_sec_company__c14f6b72f3a16d95c4b789750a0896c7
quicklogic corp,76920d06df8882dc3ebb323996c2872f,QuickLogic,Other,"Sunnyvale, CA, USA",37.36883,-122.0363496,IndustryTerm,QuickLogic,,us_sec_company,8d9a4cbce97251d844434546d4d10dab,us_sec_company__8d9a4cbce97251d844434546d4d10dab
quidel corp,22b213f95b0df032bd311a7bb4bf24cd,Quidel,Other,"San Diego, CA, USA",32.715738,-117.1610838,Organization,Quidel,,us_sec_company,440b4300d2753b3fc71d0050055b0acd,us_sec_company__440b4300d2753b3fc71d0050055b0acd
quiktrip corp,e9e0e8226d5360ee062390df01a05267,QuikTrip,Tier 2,"Tulsa, OK, USA",36.1539816,-95.992775,Media,QuikTrip,,us_sec_company,96416bacc81344bb54326a48138e29a7,us_sec_company__96416bacc81344bb54326a48138e29a7
quinstreet,e725b6565c1d3f26697c567d5e795622,QuinStreet,Other,"Foster City, CA, USA",37.5585465,-122.2710788,Exec,QuinStreet,,us_sec_company,ebf2fd8da27b6c7f2636723979c57c5a,us_sec_company__ebf2fd8da27b6c7f2636723979c57c5a
qumu corp,feac20d99d19de59fa5e512dd635fffa,Qumu,Other,"Minneapolis, MN, USA",44.977753,-93.2650108,IndustryTerm,Qumu,,us_sec_company,eeed5a771b55689abc87beea0d685219,us_sec_company__eeed5a771b55689abc87beea0d685219
quotient technology,2a45a62e5f6b3acfd00df25188cd1452,Quotient Technology,Other,"Mountain View, CA, USA",37.3860517,-122.0838511,News,Quotient Technology,,us_sec_company,2386f1ab681d9e38f6dd78fdcd6e8b55,us_sec_company__2386f1ab681d9e38f6dd78fdcd6e8b55
qutoutiao,c099b173cc13403ec0ebabe1a4266984,Qutoutiao,Other,"Shanghai, China",31.230416,121.473701,LegislativeCommittee,Qutoutiao,,us_sec_company,00d6c8c99df0194023c5477e2f7dde7b,us_sec_company__00d6c8c99df0194023c5477e2f7dde7b
r1 rcm,b24d815230656028b1689e95767e0aa8,R1 RCM,Other,"Chicago, IL, USA",41.8781136,-87.6297982,Legislator,R1 RCM,,us_sec_company,8fe6cfe3b706ae0146c253cdf140732b,us_sec_company__8fe6cfe3b706ae0146c253cdf140732b
ra medical systems,c23aeccebf19803ddba0f77b16a4c4c3,Ra Medical Systems,Other,"Carlsbad, CA, USA",33.1580933,-117.3505939,IndustryTerm,Ra Medical Systems,,us_sec_company,4741fbe8425acdbc6e49d68082d5b2f7,us_sec_company__4741fbe8425acdbc6e49d68082d5b2f7
radian group,2abaf967ceb9f56456b76ea5fac66354,Radian Group,Other,"Philadelphia, PA, USA",39.9525839,-75.1652215,News,Radian Group,,us_sec_company,62cbed0e4984785b44d8e8a1f93ac10e,us_sec_company__62cbed0e4984785b44d8e8a1f93ac10e
radiant logistics,5abf59575cbc39e559bab90e8b5798c1,Radiant Logistics,Other,"Bellevue, WA, USA",47.6101497,-122.2015159,News,Radiant Logistics,,us_sec_company,fb46dcb7c2b1194411467136f149f066,us_sec_company__fb46dcb7c2b1194411467136f149f066
radius health,550fba68b0138f39047d1e76996c3532,Radius Health,Other,"Waltham, MA, USA",42.3764852,-71.2356113,Organization,Radius Health,,us_sec_company,e30ebb8570a40ba1b95e8e9e7ab99ac3,us_sec_company__e30ebb8570a40ba1b95e8e9e7ab99ac3
radnet,e4fd23c47db3950397dacb5b766b5834,RadNet,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,space,RadNet,,us_sec_company,e67f34b454582bb6792280aa13cdbcbd,us_sec_company__e67f34b454582bb6792280aa13cdbcbd
radware,b3063d24c3571bb442ae9eb38ecb5081,Radware,Other,"Tel Aviv, Israel",32.0852999,34.7817676,Exec,Radware,,us_sec_company,6ec99476164c1d32d4ff6f678f76caa3,us_sec_company__6ec99476164c1d32d4ff6f678f76caa3
rafael holdings,4bf566d916c99ee5fa0f5e38628c3c12,Rafael Holdings,Other,"Newark, NJ, USA",40.735657,-74.1723667,Media,Rafael Holdings,,us_sec_company,518f4e41b5f5eb64ee70fdf394be13f5,us_sec_company__518f4e41b5f5eb64ee70fdf394be13f5
ralph lauren corp,9cf3f3c0cbd7891c9e26553626249795,Ralph Lauren,Other,"New York, NY, USA",40.7127753,-74.0059728,Person,Ralph Lauren,,us_sec_company,1dd4c1dedee6df21a133ead568395d71,us_sec_company__1dd4c1dedee6df21a133ead568395d71
ramaco resources,81d077105e4f53bd3a6e9b3cc24d009d,Ramaco Resources,Other,"Lexington, KY, USA",38.0405837,-84.5037164,Organization,Ramaco Resources,,us_sec_company,314fe2e5bbe94b11b17cca0d028e0ad4,us_sec_company__314fe2e5bbe94b11b17cca0d028e0ad4
rambus,50dc9e5c53df7c37f0798e8a946f876b,Rambus,Other,"Sunnyvale, CA, USA",37.36883,-122.0363496,ForeignMinister,Rambus,,us_sec_company,1049c64634172b2c6fed9645a82be85d,us_sec_company__1049c64634172b2c6fed9645a82be85d
randolph bancorp,cadbfc98de5e7024fa8a106b7ad9a842,Randolph Bancorp,Other,"Stoughton, MA, USA",42.1229099,-71.1092012,space,Randolph Bancorp,,us_sec_company,6776261ff0c090f454c140e665eaf183,us_sec_company__6776261ff0c090f454c140e665eaf183
range resources corp,8abf7a1226c5b79730f9aaec28f1f0c7,Range Resources,Other,"Fort Worth, TX, USA",32.7554883,-97.3307658,Organization,Range Resources,,us_sec_company,81f8b0ee24afcac6e793cb88a8904a77,us_sec_company__81f8b0ee24afcac6e793cb88a8904a77
ranger energy services,6846a97c1f24da9cdcca5ca882ca4a5d,Ranger Energy Services,Other,"Houston, TX, USA",29.7604267,-95.3698028,Diplomat,Ranger Energy Services,,us_sec_company,1a91d284a0996d077322e8167e36ac4f,us_sec_company__1a91d284a0996d077322e8167e36ac4f
rapid7,58b6b0e156996f0e67483a2efcd587d5,Rapid7,Other,"Boston, MA, USA",42.3600825,-71.0588801,Wells,Rapid7,,us_sec_company,26fcf30d12bf80a3be6ea1d920a3982d,us_sec_company__26fcf30d12bf80a3be6ea1d920a3982d
rattler midstream,dbd9e1637d0f8926faf47a61eb22dcb7,Rattler Midstream LP,Other,"Midland, TX, USA",31.9973456,-102.0779146,Keyphrase,Rattler Midstream LP,,us_sec_company,c2ee69e8b592b25265bbbf2c4a829a62,us_sec_company__c2ee69e8b592b25265bbbf2c4a829a62
rave restaurant group,a5220c8a6127c27a25093c2be687b15a,RAVE Restaurant Group,Other,"The Colony, TX, USA",33.0806083,-96.8928309,IndustryTerm,RAVE Restaurant Group,,us_sec_company,665469f93b0f6b24c49c824dcc0b6d6c,us_sec_company__665469f93b0f6b24c49c824dcc0b6d6c
raven industries,27450ada76588960fdaae7345e9a4019,Raven Industries,Other,"Sioux Falls, SD, USA",43.5460223,-96.731265,Refinery,Raven Industries,,us_sec_company,851b45dc4f998573760d55a097e4094f,us_sec_company__851b45dc4f998573760d55a097e4094f
raymond james financial,fa56293b3bd38ae81e8081cf2fa0e82a,Raymond James Financial,Other,"St. Petersburg, FL, USA",27.7676008,-82.6402915,ForeignMinistry,Raymond James Financial,,us_sec_company,f56c470dcb59cae530151411821f7c6f,us_sec_company__f56c470dcb59cae530151411821f7c6f
rayonier,f3fb09d6bc92d5a5a1e2ea580eac3978,Rayonier,Other,"Yulee, FL, USA",30.6319034,-81.6064866,News,Rayonier,,us_sec_company,afc747429853af91399913baeb513432,us_sec_company__afc747429853af91399913baeb513432
rayonier advanced materials,6f6073c5f95cb4d0d95b8b28812aec2a,Rayonier Advanced Materials,Other,"Jacksonville, FL, USA",30.3321838,-81.655651,Organization,Rayonier Advanced Materials,,us_sec_company,b2a766ee70e64ce2cd906ada0d48bd0a,us_sec_company__b2a766ee70e64ce2cd906ada0d48bd0a
raytheon co,5c721a90fbef8a7b2fb0cf31781e7e13,Raytheon,Tier 2,"Waltham, MA, USA",42.3764852,-71.2356113,Legislator,Raytheon,,us_sec_company,1708e8c8990683e7f991c787c2995efb,us_sec_company__1708e8c8990683e7f991c787c2995efb
rbb bancorp,d82bb182b53d9fcfd2dd94ab624d89df,RBB Bancorp,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,Legislator,RBB Bancorp,,us_sec_company,4652fd798dd9a695628db25ee9508014,us_sec_company__4652fd798dd9a695628db25ee9508014
rbc bearings,77bab5c6c004265aeed64cbf99a5e9be,RBC Bearings Incorporated,Other,"Oxford, CT, USA",41.4338203,-73.1168393,CompanyKeyword,RBC Bearings Incorporated,,us_sec_company,5e691e98981b4d16998def2b8afc9ece,us_sec_company__5e691e98981b4d16998def2b8afc9ece
rci hospitality holdings,42a8bc958279e05d381a70dc99349039,RCI Hospitality Holdings,Other,"Houston, TX, USA",29.7604267,-95.3698028,FTO,RCI Hospitality Holdings,,us_sec_company,b41c337aefefc27123b6249cfac25ba3,us_sec_company__b41c337aefefc27123b6249cfac25ba3
rcm technologies,402c1c70144e968b6b01da0f47046d60,RCM Technologies,Other,"Pennsauken, NJ, USA",39.9562052,-75.058009,space,RCM Technologies,,us_sec_company,3bd2831f98314da1142cb5bf213416b6,us_sec_company__3bd2831f98314da1142cb5bf213416b6
re/max holdings,21aeae6b2d5630ed8ee6b7bd79a8ec10,RE/MAX Holdings,Other,"Denver, CO, USA",39.7392358,-104.990251,Consulates,RE/MAX Holdings,,us_sec_company,34ea8d2ac2960f49c37dfb37328f318b,us_sec_company__34ea8d2ac2960f49c37dfb37328f318b
reading international,7cef100cf110cfb9687a8683f5b165bc,Reading International,Other,"Culver City, CA, USA",34.0211224,-118.3964665,FTO,Reading International,,us_sec_company,df8b45a0f38b66a8c7945036e00e9787,us_sec_company__df8b45a0f38b66a8c7945036e00e9787
ready capital corp,0301370d7ead305aaa177f9cb1c3fcbf,Ready Capital,Other,"New York, NY, USA",40.7127753,-74.0059728,ForeignMinister,Ready Capital,,us_sec_company,10adcef60b593b08970485d032b5eac7,us_sec_company__10adcef60b593b08970485d032b5eac7
realnetworks,1cb3e64e8cf3c2607881a9b7b7fcf985,RealNetworks,Other,"Seattle, WA, USA",47.6062095,-122.3320708,Organization,RealNetworks,,us_sec_company,83b8cb32d87f634d433034b1ead92dc7,us_sec_company__83b8cb32d87f634d433034b1ead92dc7
realogy holdings corp,4789c703f89c358cc5135b2782ebb010,Realogy,Tier 2,"Madison, NJ, USA",40.7598227,-74.417097,Consulates,Realogy,,us_sec_company,6712763da36e997065a7383703ba067d,us_sec_company__6712763da36e997065a7383703ba067d
realpage,f067af162394923177df92e9e982669e,RealPage,Other,"Richardson, TX, USA",32.9483335,-96.7298519,Media,RealPage,,us_sec_company,cf7006e655bf1fa00db21ab2eb38ea04,us_sec_company__cf7006e655bf1fa00db21ab2eb38ea04
realtyome corp,cfe4719aa040729efd2fc56ebd05ea29,Realty Income,Other,"San Diego, CA, USA",32.715738,-117.1610838,ForeignMinister,Realty Income,,us_sec_company,93ad33407e6faafc043d9813382cc2f3,us_sec_company__93ad33407e6faafc043d9813382cc2f3
reata pharmaceuticals,1e72a4359006e99d5f34aefae8f32017,Reata Pharmaceuticals,Other,"Irving, TX, USA",32.8140177,-96.9488945,Diplomat,Reata Pharmaceuticals,,us_sec_company,078ddb49e6f64c8230f55212c7e47a70,us_sec_company__078ddb49e6f64c8230f55212c7e47a70
recon technology,7843f34721d2fb0cefc16d0c8b196ed6,"Recon Technology,",Other,"Beijing, China",39.9041999,116.4073963,CompanyKeyword,"Recon Technology,",,us_sec_company,aac820581586df2ee59f5ca2271b4027,us_sec_company__aac820581586df2ee59f5ca2271b4027
recro pharma,c44a76d8ddd0bfd1d21047114f57d5b4,Recro Pharma,Other,"Malvern, PA, USA",40.0362184,-75.5138118,LegislativeCommittee,Recro Pharma,,us_sec_company,a70f2b0911e10aadd03c197d56d4c95e,us_sec_company__a70f2b0911e10aadd03c197d56d4c95e
recruit holdings co,69cad58c5fcb4ef0beb3dbfc51df73b9,Indeed,Tier 2,"Tokyo, Japan",35.6761919,139.6503106,Diplomat,Indeed,,us_sec_company,81569d64197a504a80e5943aa078bc1d,us_sec_company__81569d64197a504a80e5943aa078bc1d
red eléctrica corporacion,aaa574e5d3f878f0a6ca2fc568da8f7f,Red Eléctrica de España (REE),Tier 2,"Alcobendas, Madrid, Spain",40.5372512,-3.6372245,AAEntity,Red Eléctrica de España (REE),,us_sec_company,83e88f325f593b459b0fca7f45f9e3f0,us_sec_company__83e88f325f593b459b0fca7f45f9e3f0
red lion hotels corp,bd7a2c6fa82cb82b6eb9bdbf7d1010e9,Red Lion Hotels,Other,"Denver, CO, USA",39.7392358,-104.990251,Organization,Red Lion Hotels,,us_sec_company,be9d8290e4f53bf8272d9f578e20f70e,us_sec_company__be9d8290e4f53bf8272d9f578e20f70e
red river bancshares,421c0fc190f3bf8b59ba20ed7faae825,Red River Bancshares,Other,"Alexandria, LA, USA",31.3112936,-92.4451371,Diplomat,Red River Bancshares,,us_sec_company,f34c3236347efa637656ea5f993ac2ea,us_sec_company__f34c3236347efa637656ea5f993ac2ea
red robin gourmet burgers,7c99e26892f14097ae17455a19ae90d6,Red Robin Gourmet Burgers,Other,"Greenwood Village, CO, USA",39.6172101,-104.9508141,space,Red Robin Gourmet Burgers,,us_sec_company,cccb8c62a93b9ff92678b0b141e1bd78,us_sec_company__cccb8c62a93b9ff92678b0b141e1bd78
red rock resorts,ab06f9ac4fe6348f6de1d7c433f7824c,Red Rock Resorts,Other,"Las Vegas, NV, USA",36.1699412,-115.1398296,LegislativeCommittee,Red Rock Resorts,,us_sec_company,1e8ae812afbbb6b1bcb96dd9150aabd9,us_sec_company__1e8ae812afbbb6b1bcb96dd9150aabd9
red violet,659b6ac2c0d119b99155b49b40bbc733,Red Violet,Other,"Boca Raton, FL, USA",26.3683064,-80.1289321,Pipeline,Red Violet,,us_sec_company,22e8936b4523df56c636f9060cbb5121,us_sec_company__22e8936b4523df56c636f9060cbb5121
redfin corp,9a03ec59966f309a0bef301802396032,Redfin,Other,"Seattle, WA, USA",47.6062095,-122.3320708,Media,Redfin,,us_sec_company,c825070e05f9160d303d85434b1726bc,us_sec_company__c825070e05f9160d303d85434b1726bc
redhill biopharma,c5f96f84bd0aec927014443e0fa47c32,RedHill Biopharma,Other,"Tel Aviv, Israel",32.0852999,34.7817676,Organization,RedHill Biopharma,,us_sec_company,db20ddf42fcdaffd930f8255b0a76988,us_sec_company__db20ddf42fcdaffd930f8255b0a76988
redwood trust,50763b2efb36edb409a9f6c17c5d2509,Redwood Trust,Other,"Mill Valley, CA, USA",37.9060368,-122.5449763,News,Redwood Trust,,us_sec_company,e171239538eeb6f156655d862ecf74fe,us_sec_company__e171239538eeb6f156655d862ecf74fe
reed's,719d52e8c1acb1e0126ee554e058089c,Reed's,Other,"Norwalk, CT, USA",41.117744,-73.4081575,LegislativeCommittee,Reed's,,us_sec_company,b0690cd68695b6a6b37e4f0dd3a84881,us_sec_company__b0690cd68695b6a6b37e4f0dd3a84881
regal beloit corp,f90ffd70bf454a6295c96f081a7b23e4,Regal Beloit,Other,"Beloit, WI, USA",42.5083482,-89.0317765,News,Regal Beloit,,us_sec_company,f761f558bb38fa3365f8e508a61d00ad,us_sec_company__f761f558bb38fa3365f8e508a61d00ad
