caption_name,address,coordinates,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
Village of Estero,"Estero, FL","26.438136, -81.8067523",Refinery,Village of Estero,,shodan_ps_locations,6be746c167e89785baf81767eb781d29,shodan_ps_locations__6be746c167e89785baf81767eb781d29
City of Eugene ISD,"Eugene, OR","44.0520691, -123.0867536",DiplomaticFacilities,City of Eugene ISD,,shodan_ps_locations,6ca85e3a9b1179ed9904847031373f53,shodan_ps_locations__6ca85e3a9b1179ed9904847031373f53
"City of Euless, TX","Euless, TX","32.8370727, -97.0819541",Consulates,"City of Euless, TX",,shodan_ps_locations,97171a9b1fb2ab1bcd522e78eb0a136a,shodan_ps_locations__97171a9b1fb2ab1bcd522e78eb0a136a
Town of Eureka,"Eureka, MT","48.8799647, -115.0535001",Consulates,Town of Eureka,,shodan_ps_locations,c33214c89913006b43843169e6464c10,shodan_ps_locations__c33214c89913006b43843169e6464c10
Eureka Springs Police Department,"Eureka Springs, AR","36.4011825, -93.7379711",ForeignMinistry,Eureka Springs Police Department,,shodan_ps_locations,4f13ccbeb75353b41bf88f84c263e0fb,shodan_ps_locations__4f13ccbeb75353b41bf88f84c263e0fb
City of Evans Colorado,"Evans, CO","40.3763701, -104.6921874",ForeignMinister,City of Evans Colorado,,shodan_ps_locations,7eb2a36d2d294831aea66c33c4bb5cad,shodan_ps_locations__7eb2a36d2d294831aea66c33c4bb5cad
CITY OF EVANSTON,"EVANSTON, WY","41.2682794, -110.9632373",Organization,CITY OF EVANSTON,,shodan_ps_locations,5ecee8f2e252b6793f70ce8ee23d4b32,shodan_ps_locations__5ecee8f2e252b6793f70ce8ee23d4b32
Town of Evansville,"Evansville, WY","42.8599653, -106.2683566",Exec,Town of Evansville,,shodan_ps_locations,baadfca24ad4564d422ea6683a50c077,shodan_ps_locations__baadfca24ad4564d422ea6683a50c077
City of Everett,"Everett, WA","47.9789848, -122.2020795",Person,City of Everett,,shodan_ps_locations,1816e9adb18fb05d745017f9883d1e32,shodan_ps_locations__1816e9adb18fb05d745017f9883d1e32
Evesham Township,"Marlton, NJ","39.8912248, -74.9218324",Pipeline,Evesham Township,,shodan_ps_locations,a85922b7f8ce571745d093c9c5593eaa,shodan_ps_locations__a85922b7f8ce571745d093c9c5593eaa
City of Excelsior Springs,"Excelsior Springs, MO","39.3391712, -94.2260559",Organization,City of Excelsior Springs,,shodan_ps_locations,9eb33442830fd9de8b50b93b4cb70b04,shodan_ps_locations__9eb33442830fd9de8b50b93b4cb70b04
"Town of Exeter, NH","Exeter, NH","42.9814292, -70.9477546",Consulates,"Town of Exeter, NH",,shodan_ps_locations,f4590b0109143a523913a7b05ebbe1c9,shodan_ps_locations__f4590b0109143a523913a7b05ebbe1c9
Town of Exeter,"Exeter, RI","41.5750676, -71.5351476",DiplomaticFacilities,Town of Exeter,,shodan_ps_locations,a3ed50c3febe050317795e54abae13e8,shodan_ps_locations__a3ed50c3febe050317795e54abae13e8
City of Fairborn,"Fairborn, OH","39.8208925, -84.0193789",AAEntity,City of Fairborn,,shodan_ps_locations,4ceee79c8ede4beae402edabc0dc51c3,shodan_ps_locations__4ceee79c8ede4beae402edabc0dc51c3
City of Fairfax,"Fairfax, MN","44.5272559, -94.7193175",FTO,City of Fairfax,,shodan_ps_locations,c450acd357a8187ce1d0e1f9020d6ed0,shodan_ps_locations__c450acd357a8187ce1d0e1f9020d6ed0
Town of Fairfax,"Fairfax, VT","44.6654963, -73.01032",LegislativeCommittee,Town of Fairfax,,shodan_ps_locations,a4cc66b1d11a7c12c6ff158456f9bb2c,shodan_ps_locations__a4cc66b1d11a7c12c6ff158456f9bb2c
Town of Fairfield Connecticut,"Fairfield, CT","41.1408363, -73.2612615",DiplomaticFacilities,Town of Fairfield Connecticut,,shodan_ps_locations,70312b42f8b0b71ac0bcf8df2c4c1fe5,shodan_ps_locations__70312b42f8b0b71ac0bcf8df2c4c1fe5
City of Fairfield,"Fairfield, IA","41.0076114, -91.9636914",Legislator,City of Fairfield,,shodan_ps_locations,69bdaf3809b8db35a799fa7dc10c2162,shodan_ps_locations__69bdaf3809b8db35a799fa7dc10c2162
City of Fairfield Ohio,"Fairfield, OH","39.3454673, -84.5603187",CompanyKeyword,City of Fairfield Ohio,,shodan_ps_locations,59164c186655a8fc154f6a08ab4b976e,shodan_ps_locations__59164c186655a8fc154f6a08ab4b976e
Town of Fairhaven,"Fairhaven, MA","41.6376043, -70.9036487",Keyphrase,Town of Fairhaven,,shodan_ps_locations,1f910537cd8d77c47280a2940c1ffd91,shodan_ps_locations__1f910537cd8d77c47280a2940c1ffd91
City of Fairhope,"Fairhope, AL","30.5229719, -87.9033261",CompanyKeyword,City of Fairhope,,shodan_ps_locations,a73f298ace755fd3f012dae6003dcd07,shodan_ps_locations__a73f298ace755fd3f012dae6003dcd07
City of Fairhope Police Department,"Fairhope, AL","30.5229719, -87.9033261",Consulates,City of Fairhope Police Department,,shodan_ps_locations,f550ff6f92543d1b8aac2904bc8682c9,shodan_ps_locations__f550ff6f92543d1b8aac2904bc8682c9
City of Fairmont,"Fairmont, WV","39.4850848, -80.1425781",Consulates,City of Fairmont,,shodan_ps_locations,c6b25589f96871500c6056c0af85d520,shodan_ps_locations__c6b25589f96871500c6056c0af85d520
City of Fairmount GA,"Fairmount, GA","34.4362013, -84.6999346",IndustryTerm,City of Fairmount GA,,shodan_ps_locations,87ca95879b23b5bff4bf4a2f6e532d35,shodan_ps_locations__87ca95879b23b5bff4bf4a2f6e532d35
Town of Fairmount Heights,"Fairmount Heights, MD","38.9009452, -76.9155291",AAEntity,Town of Fairmount Heights,,shodan_ps_locations,5c9c140a2af7f20b1aa02acf40d93dcb,shodan_ps_locations__5c9c140a2af7f20b1aa02acf40d93dcb
Fairview Town Council,"Monroe, NC","34.9854275, -80.5495112",ForeignMinistry,Fairview Town Council,,shodan_ps_locations,e97c0eba7a81650a934e7dfe592cf5a9,shodan_ps_locations__e97c0eba7a81650a934e7dfe592cf5a9
City of Fairview,"Fairview, OR","45.5425323, -122.4334645",Legislator,City of Fairview,,shodan_ps_locations,712f1edeb6782739a33789f5a3af45f2,shodan_ps_locations__712f1edeb6782739a33789f5a3af45f2
Village of Fall Creek,"Fall Creek, WI","44.7635717, -91.2770993",Organization,Village of Fall Creek,,shodan_ps_locations,c1990f4c93fdb64e54c7c21bb0c0b8f0,shodan_ps_locations__c1990f4c93fdb64e54c7c21bb0c0b8f0
City of Fallon,"Fallon, NV","39.4748693, -118.7770407",Legislator,City of Fallon,,shodan_ps_locations,4fe103399bb9c365171aa22e3ea97d74,shodan_ps_locations__4fe103399bb9c365171aa22e3ea97d74
City of Falls Church,"Falls Church, VA","38.882334, -77.1710914",News,City of Falls Church,,shodan_ps_locations,5d9a76575c7b88647d5ed24b1963813f,shodan_ps_locations__5d9a76575c7b88647d5ed24b1963813f
City of Falls City,"Falls City, OR","44.8662285, -123.4359382",Pipeline,City of Falls City,,shodan_ps_locations,db5ef8634b85998dc7e1ccf042619c8e,shodan_ps_locations__db5ef8634b85998dc7e1ccf042619c8e
Town of Falmouth,"Falmouth, MA","41.5532208, -70.6085886",ForeignMinister,Town of Falmouth,,shodan_ps_locations,0993fcd035d7ff56b42383a9695b73c6,shodan_ps_locations__0993fcd035d7ff56b42383a9695b73c6
City of Farmers Branch,"Farmers Branch, TX","32.9265137, -96.8961151",IndustryTerm,City of Farmers Branch,,shodan_ps_locations,f06906816057d5fc9b2dc8d59a958c64,shodan_ps_locations__f06906816057d5fc9b2dc8d59a958c64
Town of Farmville,"Farmville, NC","35.5954381, -77.5852496",Wells,Town of Farmville,,shodan_ps_locations,520a9a53ed3469191686eb1425abb5f6,shodan_ps_locations__520a9a53ed3469191686eb1425abb5f6
City of Fayetteville,"Fayetteville, AR","36.0662419, -94.157853",ForeignMinister,City of Fayetteville,,shodan_ps_locations,1a7fcd12187f5240c1c4745fa75834c6,shodan_ps_locations__1a7fcd12187f5240c1c4745fa75834c6
"City of Fayetteville, North Carolina","Fayetteville, NC","35.0526641, -78.8783585",Wells,"City of Fayetteville, North Carolina",,shodan_ps_locations,61afded6c1cee4051b188c8803b67e3c,shodan_ps_locations__61afded6c1cee4051b188c8803b67e3c
Village of Fayetteville,"Fayetteville, NY","43.0297887, -76.0043643",Shipping,Village of Fayetteville,,shodan_ps_locations,1b16687aae6e5c98c21399339de5aa2f,shodan_ps_locations__1b16687aae6e5c98c21399339de5aa2f
TOWN OF FAYETTEVILLE,"FAYETTEVILLE, WV","38.0528884, -81.1039911",Consulates,TOWN OF FAYETTEVILLE,,shodan_ps_locations,9a6e7433fb8c89bba569b806d6a54b8d,shodan_ps_locations__9a6e7433fb8c89bba569b806d6a54b8d
City of Federal Way,"Federal Way, WA","47.3223221, -122.3126222",LegislativeCommittee,City of Federal Way,,shodan_ps_locations,95bacbf17150bf664933cd4dd8fe8ded,shodan_ps_locations__95bacbf17150bf664933cd4dd8fe8ded
City of Ferndale,"Ferndale, MI","42.4605917, -83.1346478",space,City of Ferndale,,shodan_ps_locations,8f71a16d972a203278ccd5e8f01e2c54,shodan_ps_locations__8f71a16d972a203278ccd5e8f01e2c54
City of Ferris,"Ferris, TX","32.5340262, -96.6655488",FTO,City of Ferris,,shodan_ps_locations,d1990ea0e79fcee03c92a8290849d712,shodan_ps_locations__d1990ea0e79fcee03c92a8290849d712
City of Fillmore,"Fillmore, CA","34.3991639, -118.918154",Diplomat,City of Fillmore,,shodan_ps_locations,5c6555d7d0709d2b59d59e2f8ecad4da,shodan_ps_locations__5c6555d7d0709d2b59d59e2f8ecad4da
Town of Firestone,"Firestone, CO","40.1124839, -104.9366436",News,Town of Firestone,,shodan_ps_locations,d4c5949fed7e92546da2689a9d5bca47,shodan_ps_locations__d4c5949fed7e92546da2689a9d5bca47
Town of Fishkill,"Fishkill, NY","41.5356492, -73.8990252",Pipeline,Town of Fishkill,,shodan_ps_locations,5e3f05f5af94d2d7b937146678d67caa,shodan_ps_locations__5e3f05f5af94d2d7b937146678d67caa
City of Fitchburg,"Fitchburg, MA","42.5834228, -71.8022955",FTO,City of Fitchburg,,shodan_ps_locations,273c10626dad77eebfb1ed544eb0c04e,shodan_ps_locations__273c10626dad77eebfb1ed544eb0c04e
City of Fitzwilliam,"Fitzwilliam, NH","42.7806396, -72.141749",Organization,City of Fitzwilliam,,shodan_ps_locations,04a4147856c56a6d1916586c4f77efbd,shodan_ps_locations__04a4147856c56a6d1916586c4f77efbd
City of Flagstaff,"Flagstaff, AZ","35.1982836, -111.651302",ForeignMinister,City of Flagstaff,,shodan_ps_locations,e41936d0024eeede9f5c940d8f2b0d9f,shodan_ps_locations__e41936d0024eeede9f5c940d8f2b0d9f
City of Flatonia,"Flatonia, TX","29.6877325, -97.1085972",IndustryTerm,City of Flatonia,,shodan_ps_locations,0f427c2e04797e05ee627147c855cb2b,shodan_ps_locations__0f427c2e04797e05ee627147c855cb2b
City of Florence Kentucky,"Florence, KY","38.9989499, -84.6266111",DiplomaticFacilities,City of Florence Kentucky,,shodan_ps_locations,b6d0540c194ef7084674b8a7b3bee74e,shodan_ps_locations__b6d0540c194ef7084674b8a7b3bee74e
Township of Florence,"Florence, NJ","40.0967369, -74.7863387",Media,Township of Florence,,shodan_ps_locations,cb9adf999ec2a2e4dfc4f9a71247eecd,shodan_ps_locations__cb9adf999ec2a2e4dfc4f9a71247eecd
Town of Florence,"Florence, AZ","33.0314508, -111.3873431",Exec,Town of Florence,,shodan_ps_locations,1059b7293064685abbd2ea6062c02b3b,shodan_ps_locations__1059b7293064685abbd2ea6062c02b3b
Floresville Economic Development Corporation,"Floresville, TX","29.1335781, -98.1561192",IndustryTerm,Floresville Economic Development Corporation,,shodan_ps_locations,2754520dbbe34d33848b12f0f1a2d996,shodan_ps_locations__2754520dbbe34d33848b12f0f1a2d996
City of Floresville,"Floresville, TX","29.1335781, -98.1561192",Pipeline,City of Floresville,,shodan_ps_locations,6934fafd95aa888e246f7cb4b12c599e,shodan_ps_locations__6934fafd95aa888e246f7cb4b12c599e
Florida City,"Florida City, FL","25.4478898, -80.4792237",Media,Florida City,,shodan_ps_locations,70b8174e650b9b2a2616c08bbc83a0a0,shodan_ps_locations__70b8174e650b9b2a2616c08bbc83a0a0
City of Follansbee,"Follansbee, WV","40.3275693, -80.5959065",Diplomat,City of Follansbee,,shodan_ps_locations,971e1ceec4416612aadac143d2e0c34d,shodan_ps_locations__971e1ceec4416612aadac143d2e0c34d
City of Folly Beach,"Folly Beach, SC","32.6551798, -79.9403673",FTO,City of Folly Beach,,shodan_ps_locations,0b59c7400c46330ad57fb679c64f5b3f,shodan_ps_locations__0b59c7400c46330ad57fb679c64f5b3f
CITY OF FOREST GROVE,"FOREST GROVE, OR","45.526998, -123.1211134",Pipeline,CITY OF FOREST GROVE,,shodan_ps_locations,07e974c66746ad8bab59a3b83fdaec26,shodan_ps_locations__07e974c66746ad8bab59a3b83fdaec26
Town of Forest Heights,"Forest Heights, MD","38.8121669, -76.9984975",IndustryTerm,Town of Forest Heights,,shodan_ps_locations,528d209785e2505104946848d8a2e28e,shodan_ps_locations__528d209785e2505104946848d8a2e28e
City of Forest,"Forest, MS","32.3645888, -89.4742348",Person,City of Forest,,shodan_ps_locations,0f9a229c84753850541ba83cdae38be3,shodan_ps_locations__0f9a229c84753850541ba83cdae38be3
City of Forest Park,"Forest Park, GA","33.6220542, -84.3690918",Person,City of Forest Park,,shodan_ps_locations,712691db240c7fdab5cc5991f623f31a,shodan_ps_locations__712691db240c7fdab5cc5991f623f31a
Town of Forest Park,"Forest Park, OK","35.5042269, -97.4461485",FTO,Town of Forest Park,,shodan_ps_locations,82b7efc394bc658e9791348ee6701927,shodan_ps_locations__82b7efc394bc658e9791348ee6701927
City of Forney,"Forney, TX","32.7481845, -96.4719312",Exec,City of Forney,,shodan_ps_locations,180ae115ef7c5a04cc58f5949512ab72,shodan_ps_locations__180ae115ef7c5a04cc58f5949512ab72
Village of Forsyth,"Forsyth, IL","39.9325368, -88.9511912",AAEntity,Village of Forsyth,,shodan_ps_locations,40541a7c59397c1c78b73992a7ec0cd1,shodan_ps_locations__40541a7c59397c1c78b73992a7ec0cd1
City of Fort Collins,"Fort Collins, CO","40.5852602, -105.084423",Refinery,City of Fort Collins,,shodan_ps_locations,546e6664fd9802989b70e81bfbb89826,shodan_ps_locations__546e6664fd9802989b70e81bfbb89826
City of Fort Lupton,"Fort Lupton, CO","40.0847055, -104.8130275",DiplomaticFacilities,City of Fort Lupton,,shodan_ps_locations,0f914cd0a8def1b98ea8d3db220cbbc4,shodan_ps_locations__0f914cd0a8def1b98ea8d3db220cbbc4
Town of Fort Mill,"Fort Mill, SC","35.0073697, -80.9450759",Legislator,Town of Fort Mill,,shodan_ps_locations,25fc63c92b35b9a1db9ef4845f3ee223,shodan_ps_locations__25fc63c92b35b9a1db9ef4845f3ee223
Town of Fort Myers Beach,"Fort Myers Beach, FL","26.4520248, -81.948145",Organization,Town of Fort Myers Beach,,shodan_ps_locations,7ab1f6009a1405f0e5a9b3e1bbfe88bc,shodan_ps_locations__7ab1f6009a1405f0e5a9b3e1bbfe88bc
City of Fort Smith,"Fort Smith, AR","35.3859242, -94.3985475",Pipeline,City of Fort Smith,,shodan_ps_locations,e746d0a810b8f35fa41b4ed63439e19a,shodan_ps_locations__e746d0a810b8f35fa41b4ed63439e19a
City of Fortworth,"Fort Worth, TX","32.7554883, -97.3307658",DiplomaticFacilities,City of Fortworth,,shodan_ps_locations,1d8639b440bdd973648956e1958cdd9b,shodan_ps_locations__1d8639b440bdd973648956e1958cdd9b
City of Fort Worth,"Fort Worth, TX","32.7554883, -97.3307658",Person,City of Fort Worth,,shodan_ps_locations,35bf5b4df96e0efb3c5b481627e31c85,shodan_ps_locations__35bf5b4df96e0efb3c5b481627e31c85
City of Fostoria,"Fostoria, OH","41.156998, -83.4168702",Shipping,City of Fostoria,,shodan_ps_locations,6627c75f9feeea590aab3a37bfd7fdb1,shodan_ps_locations__6627c75f9feeea590aab3a37bfd7fdb1
Town of Fountain Hills,"Fountain Hills, AZ","33.6042079, -111.7256936",Consulates,Town of Fountain Hills,,shodan_ps_locations,8ec5865943d6bf7bdd4ffe9621897187,shodan_ps_locations__8ec5865943d6bf7bdd4ffe9621897187
Town of Foxborough,"Foxborough, MA","42.0653812, -71.2478251",ForeignMinister,Town of Foxborough,,shodan_ps_locations,8fa4aa5133eb7084df02889774af88cb,shodan_ps_locations__8fa4aa5133eb7084df02889774af88cb
Village of Fox Crossing,"Neenah, WI","44.1858193, -88.462609",Diplomat,Village of Fox Crossing,,shodan_ps_locations,e5150260f81f06bb4823d3fd58580074,shodan_ps_locations__e5150260f81f06bb4823d3fd58580074
Town of Framingham,"Framingham, MA","42.279286, -71.4161565",Person,Town of Framingham,,shodan_ps_locations,b064265c7696cc4b26bf7c22757f3e23,shodan_ps_locations__b064265c7696cc4b26bf7c22757f3e23
City of Frankfort,"Frankfort, IN","40.2794809, -86.5108355",FTO,City of Frankfort,,shodan_ps_locations,f8e22e35d54ebfd854952573c90b5abb,shodan_ps_locations__f8e22e35d54ebfd854952573c90b5abb
Township of Franklin,"Someret, NJ","40.497604, -74.4884868",ForeignMinistry,Township of Franklin,,shodan_ps_locations,ff233cb38d34172a5f098a04e9519b7d,shodan_ps_locations__ff233cb38d34172a5f098a04e9519b7d
City of Franklin,"Franklin, TN","35.9250637, -86.8688899",Refinery,City of Franklin,,shodan_ps_locations,f564204a65a763ca3488cf4804294570,shodan_ps_locations__f564204a65a763ca3488cf4804294570
"Town of Franklin., MA","Franklin, MA","42.0834313, -71.396725",Diplomat,"Town of Franklin., MA",,shodan_ps_locations,434187eec6c17e86275da281ae845e35,shodan_ps_locations__434187eec6c17e86275da281ae845e35
City of Frankston,"Frankston, TX","32.0526614, -95.5063456",ForeignMinister,City of Frankston,,shodan_ps_locations,7fe2a7cfe3a9c53f3ce895a9e2414edd,shodan_ps_locations__7fe2a7cfe3a9c53f3ce895a9e2414edd
Town of Frederick,"Frederick, CO","40.0991506, -104.9371993",Person,Town of Frederick,,shodan_ps_locations,5d438c0653103565d3ed49aed5f515fe,shodan_ps_locations__5d438c0653103565d3ed49aed5f515fe
City of Fredericksburg,"Fredericksburg, VA","38.3031837, -77.4605399",Legislator,City of Fredericksburg,,shodan_ps_locations,ee420ee56a1f490a9181072016ef5660,shodan_ps_locations__ee420ee56a1f490a9181072016ef5660
Township of Fredon,"Newton, NJ","41.0581527, -74.7526651",AAEntity,Township of Fredon,,shodan_ps_locations,4aa80b74630f2fc0b7954416ad9d5ba8,shodan_ps_locations__4aa80b74630f2fc0b7954416ad9d5ba8
Borough of Freehold,"Freehold, NJ","40.260111, -74.2737573",Shipping,Borough of Freehold,,shodan_ps_locations,2b5bcbe06b43d3adfcd3a662c55931e6,shodan_ps_locations__2b5bcbe06b43d3adfcd3a662c55931e6
City of Freeport,"Freeport, FL","30.4982516, -86.1360517",Shipping,City of Freeport,,shodan_ps_locations,1b832658539f68bd33c76733f01aa893,shodan_ps_locations__1b832658539f68bd33c76733f01aa893
Inc. Village of Freeport,"Freeport, NY","40.6576022, -73.5831835",CompanyKeyword,Inc. Village of Freeport,,shodan_ps_locations,eb2f8eb0dbd43b55fabe1f160bcf46ec,shodan_ps_locations__eb2f8eb0dbd43b55fabe1f160bcf46ec
Town of Freetown,"Assonet, MA","41.7959352, -71.0678212",ForeignMinister,Town of Freetown,,shodan_ps_locations,2bbad02555e64d603e2fa649def92453,shodan_ps_locations__2bbad02555e64d603e2fa649def92453
City of Fremont,"Fremont, CA","37.5485396, -121.988583",FTO,City of Fremont,,shodan_ps_locations,8cb9239491f764434cd33cf6c1f893de,shodan_ps_locations__8cb9239491f764434cd33cf6c1f893de
Fremont town,"Fremont, NC","35.5454378, -77.9747086",Person,Fremont town,,shodan_ps_locations,345ea13bdf8e7ad076cbd6761b4d6eb4,shodan_ps_locations__345ea13bdf8e7ad076cbd6761b4d6eb4
City of Fremont Police Department,"Fremont, CA","37.5485396, -121.988583",IndustryTerm,City of Fremont Police Department,,shodan_ps_locations,8ae1a8c4f42089b2a8591277731da3b2,shodan_ps_locations__8ae1a8c4f42089b2a8591277731da3b2
French Settlement,"French Settlement, LA","30.295195, -90.7950955",News,French Settlement,,shodan_ps_locations,a20ddb56718a71506573776116a47a91,shodan_ps_locations__a20ddb56718a71506573776116a47a91
City of Fresno,"Fresno, CA","36.7377981, -119.7871247",News,City of Fresno,,shodan_ps_locations,7911c010b38d1e3e82289d2b58b5d4e6,shodan_ps_locations__7911c010b38d1e3e82289d2b58b5d4e6
"City of Fridley, MN","Fridley, MN","45.0860765, -93.2632821",Shipping,"City of Fridley, MN",,shodan_ps_locations,42c77d488bbe0e73bfd4319a16248daa,shodan_ps_locations__42c77d488bbe0e73bfd4319a16248daa
Village of Friendship Heights,"Chevy Chase, MD","38.9692771, -77.0788667",Media,Village of Friendship Heights,,shodan_ps_locations,1ed15f6d401ddfae43710473f025629a,shodan_ps_locations__1ed15f6d401ddfae43710473f025629a
City of Frisco,"Frisco, TX","33.1506744, -96.8236116",Exec,City of Frisco,,shodan_ps_locations,0e2efd05a2e068423c5034db5db0cfd7,shodan_ps_locations__0e2efd05a2e068423c5034db5db0cfd7
"Town of Front Royal, Virginia","Front Royal, VA","38.9181671, -78.1944446",Person,"Town of Front Royal, Virginia",,shodan_ps_locations,e069849695c39362ec70b521ec10eefa,shodan_ps_locations__e069849695c39362ec70b521ec10eefa
Fruitport Charter Township,"Fruitport, MI","43.1319623, -86.1547754",News,Fruitport Charter Township,,shodan_ps_locations,73a35b79f65322b54133ffa57e04d9a2,shodan_ps_locations__73a35b79f65322b54133ffa57e04d9a2
City of Fulshear,"Fulshear, TX","29.6931119, -95.8998969",Shipping,City of Fulshear,,shodan_ps_locations,fdc7c1e405d88998426184c2d26eb624,shodan_ps_locations__fdc7c1e405d88998426184c2d26eb624
City of Gahanna,"Gahanna, OH","40.0192307, -82.8793446",Refinery,City of Gahanna,,shodan_ps_locations,a08c00f81a12b5925e389a5fa43a1fc5,shodan_ps_locations__a08c00f81a12b5925e389a5fa43a1fc5
City of Gainesville,"Gainesville, FL","29.6516344, -82.3248262",CompanyKeyword,City of Gainesville,,shodan_ps_locations,951be51fca7f468e61cfa932ac2ed54e,shodan_ps_locations__951be51fca7f468e61cfa932ac2ed54e
